Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
2024-10-30 P1444 Group 3 Rev 9 R01 PP1_00709.png,1,750,750.000,38.760,255,255,99.740,31.324,30.486,80.388,0.947,0.966,32.450,13.000,34.000,56.310,30.000,191250.000,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 9 R01 PP1_00053.png,2,3599,1799.500,45.557,255,255,148.731,45.537,43.017,93.941,0.870,0.948,47.376,26.000,53.000,156.569,43.534,458872.500,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 9 R01 PP1_00735.png,1,833,833.000,34.824,255,255,107.397,33.464,31.694,165.389,0.908,0.954,34.409,9.000,16.000,144.462,32.000,212415.000,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 9 R01 PP1_00721.png,1,1599,1599.000,45.988,255,255,149.439,47.092,43.233,11.532,0.900,0.964,48.703,7.000,20.000,160.821,43.380,407745.000,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 9 R01 PP1_00047.png,1,620,620.000,32.770,255,255,91.154,28.349,27.846,5.504,0.938,0.958,29.614,8.000,26.000,11.689,28.000,158100.000,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 9 R01 PP1_00912.png,1,778,778.000,39.293,255,255,103.154,32.140,30.821,92.564,0.919,0.960,33.287,13.000,36.000,57.265,31.000,198390.000,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 9 R01 PP1_00906.png,1,581,581.000,34.563,255,255,88.326,27.468,26.932,27.512,0.936,0.955,28.460,7.000,26.000,18.435,27.000,148155.000,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 9 R01 PP1_00090.png,1,461,461.000,27.424,255,255,78.669,24.889,23.583,48.620,0.936,0.950,26.000,17.000,33.000,67.380,24.000,117555.000,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 9 R01 PP1_00084.png,1,2590,2590.000,51.379,255,255,188.652,57.673,57.179,87.522,0.915,0.974,58.941,7.000,25.000,165.256,57.276,660450.000,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 9 R01 PP1_00279.png,1,1062,1062.000,40.830,255,255,121.054,40.231,33.611,129.486,0.911,0.964,41.231,13.000,9.000,129.094,34.435,270810.000,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 9 R01 PP1_00537.png,1,962,962.000,42.642,255,255,115.640,36.179,33.856,17.072,0.904,0.960,37.696,7.000,32.000,21.801,34.785,245310.000,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 9 R01 PP1_00251.png,1,850,850.000,40.170,255,255,107.983,33.033,32.763,149.786,0.916,0.959,34.409,9.000,14.000,144.462,33.000,216750.000,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 9 R01 PP1_00245.png,1,556,556.000,27.800,255,255,92.326,33.538,21.108,83.683,0.820,0.935,34.366,18.000,42.000,81.634,22.000,141780.000,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 9 R01 PP1_00523.png,1,1341,1341.000,45.152,255,255,134.953,41.719,40.927,46.259,0.925,0.968,43.658,7.000,34.000,20.095,41.000,341955.000,255,NaN,NaN
