Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
2024-10-30 P2001 Group 2 Rev 1 R01_00468.png,1,853,853,32.909,255,255,111.296,35.943,30.216,175.589,0.865,0.945,38.118,8,22,175.486,31.727,217515,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01776.png,1,570,570,34.756,255,255,87.255,27.414,26.474,2.290,0.941,0.960,28.425,10,30,39.289,26.000,145350,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00440.png,1,1091,1091,41.945,255,255,121.882,37.634,36.911,152.072,0.923,0.964,38.639,6,22,169.563,37.000,278205,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01038.png,1,958,958,39.102,255,255,114.225,35.080,34.771,6.121,0.923,0.962,36.359,9,16,148.496,35.000,244290,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00326.png,1,1606,1606,44.661,255,255,148.610,45.622,44.821,177.369,0.914,0.968,46.690,6,34,9.866,45.000,409530,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00332.png,1,2315,2315,47.930,255,255,179.924,56.291,52.362,160.565,0.899,0.969,57.489,12,17,139.939,52.000,590325,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00454.png,1,696,696,32.955,255,255,96.083,30.242,29.303,135.850,0.947,0.967,31.623,14,11,124.695,29.000,177480,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00291.png,1,1114,1114,42.006,255,255,122.468,37.906,37.419,4.242,0.933,0.968,39.115,14,42,57.529,37.000,284070,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00285.png,1,815,815,39.372,255,255,104.811,32.330,32.097,13.083,0.932,0.961,33.615,8,14,149.621,32.000,207825,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01616.png,1,422,422,28.514,255,255,75.012,23.530,22.835,134.001,0.942,0.953,24.839,9,13,139.899,23.000,107610,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00508.png,1,1195,1195,43.360,255,255,127.882,39.501,38.519,76.541,0.918,0.965,40.817,17,45,59.036,39.000,304725,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01170.png,1,1076,1076,43.040,255,255,121.054,37.438,36.594,10.838,0.923,0.964,38.471,6,29,8.973,36.000,274380,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01164.png,1,729,729,37.655,255,255,99.740,30.690,30.244,118.438,0.921,0.958,32.016,9,13,141.340,30.000,185895,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01602.png,1,962,962,40.067,255,255,114.225,35.186,34.811,20.638,0.927,0.963,36.401,13,39,52.815,35.000,245310,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00534.png,1,1274,1274,37.295,255,255,130.711,41.753,38.850,22.120,0.937,0.971,43.046,10,42,30.735,39.000,324870,255,NaN,NaN
