Name,Area (ABD) (µm²),Area (Filled) (µm²),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder) (µm³),Biovolume (P. Spheroid) (µm³),Biovolume (Sphere) (µm³),Calibration Factor,Calibration Image,Capture ID,Capture X (px),Capture Y (px),Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter (µm),Convexity,Date,Diameter (ABD) (µm),Diameter (ESD) (µm),Diameter (FD) (µm),Edge Gradient,Elapsed Time (s),Elongation,Feret Angle Max (°),Feret Angle Min (°),Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length (µm),Geodesic Thickness (µm),Group ID,Image Height (px),Image Width (px),Intensity,Length (µm),Particles Per Chain,Perimeter (µm),Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Sigma Intensity,Source Image,Sphere Complement (µm³),Sphere Count,Sphere Unknown (µm³),Sphere Volume (µm³),Sqrt Circularity,Sum Intensity,Symmetry,Time,Timestamp,Transparency,UUID,Volume (ABD) (µm³),Volume (ESD) (µm³),Width (µm)
2024-10-30 P2002 Group 9 Rev 1 R01 PP1 ,3033.54,3033.54,0.90,0.00,0.00,0.00,174717.49,119192.92,125686.48,1.83,1.00,1.00,431.00,224.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.83,0.99,1.20,214.69,1.00,2024-10-30 10:35:23,62.15,64.46,62.15,163.16,2.81,1.00,-25.00,-90.00,0.00,1.13,0.00,1.00,60.59,60.59,1,48.00,51.00,37.11,68.69,1.00,242.37,0.00,0.00,0.00,1.13,54.09,50990,0.00,0.00,0.00,0.00,0.91,43052.00,0.88,2024-10-30 10:35:23,2024-10-30 10:35:23,0.04,3681CA6396CC11EF937150EBF6EE7050,125686.48,140253.23,61.36
2024-10-30 P2002 Group 9 Rev 1 R01 PP1 ,1785.10,1785.10,0.97,0.00,0.00,0.00,76144.93,55950.76,56735.65,1.83,3.00,3.00,397.00,865.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.91,1.00,1.09,165.94,1.00,2024-10-30 10:35:23,47.67,48.79,47.67,251.78,2.81,1.00,-90.00,-70.00,0.00,1.10,0.00,1.00,45.94,45.94,2,42.00,41.00,24.04,50.37,1.00,183.76,0.00,0.00,0.00,1.11,34.71,50990,0.00,0.00,0.00,0.00,0.96,17597.00,0.91,2024-10-30 10:35:23,2024-10-30 10:35:23,0.02,3681CFDF96CC11EF937150EBF6EE7050,56735.65,60818.94,46.71
2024-10-30 P2002 Group 9 Rev 1 R01 PP1 ,2847.28,2847.28,0.91,0.00,0.00,0.00,155911.84,108587.12,114290.45,1.83,4.00,4.00,430.00,1799.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.85,0.99,1.18,208.14,1.00,2024-10-30 10:35:23,60.21,62.38,60.21,180.95,2.81,1.00,-85.00,0.00,0.00,1.15,0.00,1.00,58.34,58.34,3,50.00,46.00,37.83,66.85,1.00,233.34,0.00,0.00,0.00,1.12,41.66,50990,0.00,0.00,0.00,0.00,0.92,41496.00,0.87,2024-10-30 10:35:23,2024-10-30 10:35:23,0.03,3681D41D96CC11EF937150EBF6EE7050,114290.45,127073.34,57.70
2024-10-30 P2002 Group 9 Rev 1 R01 PP1 ,1243.13,1243.13,0.98,0.00,0.00,0.00,45377.10,32679.15,32971.58,1.83,5.00,5.00,453.00,156.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.95,1.00,1.05,140.47,1.00,2024-10-30 10:35:23,39.78,40.96,39.78,207.14,2.98,1.00,15.00,0.00,0.00,1.11,0.00,1.00,38.66,38.66,4,37.00,36.00,40.26,43.04,1.00,154.64,0.00,0.00,0.00,1.10,43.15,50991,0.00,0.00,0.00,0.00,0.98,21739.00,0.92,2024-10-30 10:35:23,2024-10-30 10:35:23,0.03,3681D64396CC11EF937150EBF6EE7050,32971.58,35972.50,39.38
2024-10-30 P2002 Group 9 Rev 1 R01 PP1 ,2477.03,2477.03,0.95,0.00,0.00,0.00,111665.56,90090.35,92738.78,1.83,6.00,6.00,371.00,515.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.94,1.00,1.06,191.78,1.00,2024-10-30 10:35:23,56.16,57.24,56.16,129.98,2.98,1.00,-80.00,-35.00,0.00,1.14,0.00,1.00,52.19,52.19,5,46.00,45.00,49.55,59.53,1.00,208.77,0.00,0.00,0.00,1.09,45.91,50991,0.00,0.00,0.00,0.00,0.97,48117.00,0.96,2024-10-30 10:35:23,2024-10-30 10:35:23,0.02,3681D86096CC11EF937150EBF6EE7050,92738.78,98183.97,54.03
2024-10-30 P2002 Group 9 Rev 1 R01 PP1 ,2667.64,2667.64,0.99,0.00,0.00,0.00,125692.75,103271.14,103646.28,1.83,10.00,10.00,939.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.93,1.00,1.08,199.19,1.00,2024-10-30 10:35:23,58.28,59.53,58.28,240.15,3.06,1.00,-40.00,0.00,0.00,1.13,0.00,1.00,54.29,54.29,6,47.00,46.00,26.51,61.36,1.00,217.17,0.00,0.00,0.00,1.09,35.56,50992,0.00,0.00,0.00,0.00,0.96,27465.00,0.92,2024-10-30 10:35:23,2024-10-30 10:35:23,0.02,3681E24496CC11EF937150EBF6EE7050,103646.28,110443.61,57.70
2024-10-30 P2002 Group 9 Rev 1 R01 PP1 ,2738.23,2738.23,0.97,0.00,0.00,0.00,128345.82,105688.89,107787.67,1.83,13.00,13.00,935.00,1297.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.93,1.00,1.07,201.20,1.00,2024-10-30 10:35:23,59.05,60.44,59.05,196.78,3.16,1.00,-60.00,25.00,0.00,1.16,0.00,1.00,54.67,54.67,7,47.00,47.00,33.53,63.19,1.00,218.69,0.00,0.00,0.00,1.09,36.91,50993,0.00,0.00,0.00,0.00,0.97,35544.00,0.94,2024-10-30 10:35:23,2024-10-30 10:35:23,0.02,3681E89196CC11EF937150EBF6EE7050,107787.67,115619.84,57.70
2024-10-30 P2002 Group 9 Rev 1 R01 PP1 ,3898.85,3898.85,0.98,0.00,0.00,0.00,202745.21,181553.04,183134.00,1.83,14.00,14.00,908.00,1346.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.94,1.00,1.06,236.61,1.00,2024-10-30 10:35:23,70.46,71.38,70.46,182.39,3.16,1.00,10.00,-90.00,0.00,1.14,0.00,1.00,63.67,63.67,8,52.00,53.00,30.42,72.35,1.00,254.69,0.00,0.00,0.00,1.08,35.89,50993,0.00,0.00,0.00,0.00,0.97,44115.00,0.96,2024-10-30 10:35:23,2024-10-30 10:35:23,0.01,3681EAB496CC11EF937150EBF6EE7050,183134.00,190439.06,68.69
2024-10-30 P2002 Group 9 Rev 1 R01 PP1 ,5376.93,5376.93,0.90,0.00,0.00,0.00,346593.33,279937.16,296596.11,1.83,15.00,15.00,312.00,1668.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.88,0.99,1.14,278.55,1.00,2024-10-30 10:35:23,82.74,85.02,82.74,163.66,3.16,1.00,-90.00,0.00,0.00,1.21,0.00,1.00,76.13,76.13,9,65.00,58.00,31.81,92.50,1.00,304.53,0.00,0.00,0.00,1.09,37.50,50993,0.00,0.00,0.00,0.00,0.94,61644.00,0.92,2024-10-30 10:35:23,2024-10-30 10:35:23,0.03,3681F04E96CC11EF937150EBF6EE7050,296596.11,321745.42,79.67
2024-10-30 P2002 Group 9 Rev 1 R01 PP1 ,1986.10,1986.10,0.98,0.00,0.00,0.00,83597.07,65834.33,66583.53,1.83,17.00,17.00,394.00,1844.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.94,1.00,1.06,173.60,1.00,2024-10-30 10:35:23,50.29,51.39,50.29,219.27,3.23,1.00,10.00,0.00,0.00,1.10,0.00,1.00,47.39,47.39,10,42.00,42.00,32.73,52.20,1.00,189.57,0.00,0.00,0.00,1.09,36.83,50994,0.00,0.00,0.00,0.00,0.97,26249.00,0.92,2024-10-30 10:35:23,2024-10-30 10:35:23,0.02,3681F47C96CC11EF937150EBF6EE7050,66583.53,71047.23,50.37
