Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00333.png,1,974,974.000,41.412,255,255,114.811,35.267,35.164,83.952,0.929,0.965,36.401,12,11,127.185,35.000,248370.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00327.png,1,601,601.000,35.753,255,255,90.912,27.711,27.614,114.142,0.914,0.950,29.069,10,11,139.185,28.000,153255.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00441.png,1,501,501.000,31.332,255,255,81.841,25.351,25.162,88.113,0.940,0.957,26.571,16,7,109.799,25.000,127755.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00482.png,2,1013,506.500,33.588,255,255,76.841,23.935,23.128,101.302,0.934,0.941,25.648,27.500,41,112.714,23.500,129157.500,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00119.png,1,1258,1258.000,42.357,255,255,132.711,40.966,39.099,12.388,0.898,0.962,41.976,7,32,12.381,39.355,320790.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00131.png,1,1485,1485.000,42.672,255,255,146.368,44.486,42.502,179.596,0.871,0.950,47.885,7,20,151.294,43.000,378675.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00125.png,1,837,837.000,35.678,255,255,113.296,35.710,29.843,101.810,0.819,0.929,40.025,20,6,102.995,31.000,213435.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00079.png,1,1264,1264.000,39.748,255,255,141.539,41.924,38.388,83.999,0.793,0.930,47.297,21,53,76.551,39.000,322320.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00045.png,1,1715,1715.000,49.282,255,255,155.782,49.823,43.827,52.314,0.888,0.965,52.802,11,52,52.696,45.255,437325.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00051.png,1,1183,1183.000,42.130,255,255,127.640,39.390,38.239,112.592,0.912,0.964,41.677,18,8,120.256,38.000,301665.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00086.png,2,877,438.500,34.392,255,255,71.305,22.937,19.977,93.974,0.907,0.933,24.829,14.500,35,88.740,20.303,111817.500,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00092.png,1,911,911.000,35.810,255,255,111.640,34.332,33.785,21.860,0.919,0.959,35.511,9,36,32.347,34.000,232305.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00247.png,1,846,846.000,41.798,255,255,107.397,33.592,32.066,106.911,0.922,0.961,34.785,17,6,108.435,32.000,215730.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00253.png,1,826,826.000,34.460,255,255,106.811,33.250,31.630,178.234,0.910,0.960,34.205,7,31,15.255,32.000,210630.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00284.png,1,1055,1055.000,37.611,255,255,120.468,36.867,36.436,47.082,0.914,0.960,38.288,11,40,40.764,36.770,269025.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00290.png,1,597,597.000,29.496,255,255,91.497,28.383,26.781,1.318,0.896,0.945,30.017,8,16,150.018,27.000,152235.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00291.png,1,562,562.000,27.308,255,255,86.912,27.646,25.883,5.824,0.935,0.957,28.636,7,28,12.095,26.000,143310.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00285.png,1,1129,1129.000,44.309,255,255,126.711,38.524,37.314,69.395,0.884,0.954,41.629,16,46,65.898,38.000,287895.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00252.png,1,852,852.000,40.284,255,255,107.397,33.349,32.529,167.863,0.928,0.962,34.540,7,15,157.891,33.000,217260.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00246.png,1,1826,1826.000,49.073,255,255,157.439,48.321,48.115,149.462,0.926,0.973,49.659,8,21,154.983,48.000,465630.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00093.png,1,655,655.000,35.425,255,255,94.326,29.105,28.654,118.396,0.925,0.955,30.806,12,9,125.754,28.991,167025.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00087.png,1,1944,1944.000,47.461,255,255,162.853,50.544,48.971,158.548,0.921,0.972,51.971,10,17,149.982,49.000,495720.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00050.png,1,2873,2873.000,53.953,255,255,198.995,64.392,56.808,116.461,0.912,0.977,65.513,18,10,121.264,57.237,732615.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00044.png,1,1461,1461.000,44.982,255,255,141.196,43.910,42.364,38.994,0.921,0.967,45.618,8,41,26.003,42.426,372555.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00078.png,1,2316,2316.000,45.323,255,255,178.995,56.356,52.325,16.260,0.908,0.970,57.585,8,45,20.323,53.000,590580.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00124.png,1,833,833.000,34.694,255,255,105.740,32.855,32.282,165.230,0.936,0.966,34.409,12,14,144.462,32.000,212415.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00130.png,3,1718,572.667,38.904,255,255,73.450,23.752,20.302,109.006,0.897,0.918,25.379,11.333,46.333,104.656,20.929,146030.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00118.png,1,1594,1594.000,42.849,255,255,147.196,45.393,44.711,162.174,0.924,0.970,46.648,9,18,149.036,45.000,406470.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00326.png,1,960,960.000,37.647,255,255,115.397,36.047,33.909,96.981,0.906,0.960,38.484,17,7,114.567,34.000,244800.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00440.png,2,1006,503.000,37.481,255,255,81.477,25.705,24.129,94.357,0.922,0.959,27.373,18.500,21.500,85.250,23.410,128265.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00454.png,1,890,890.000,40.308,255,255,109.397,34.422,32.921,65.606,0.935,0.964,35.468,17,41,68.499,33.000,226950.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00332.png,1,617,617.000,34.977,255,255,91.497,28.232,27.826,39.930,0.926,0.956,29.206,9,13,141.953,28.000,157335.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00468.png,1,630,630.000,35.714,255,255,91.740,28.495,28.150,153.305,0.941,0.960,29.614,7,24,11.689,28.000,160650.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00318.png,1,588,588.000,34.979,255,255,90.083,27.948,26.787,129.704,0.911,0.951,29.206,11,9,128.047,27.000,149940.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00442.png,1,603,603.000,37.711,255,255,91.154,27.814,27.603,172.727,0.912,0.947,29.155,8,12,149.036,28.000,153765.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00324.png,1,634,634.000,34.307,255,255,91.740,29.101,27.739,13.827,0.947,0.960,30.463,8,26,23.199,28.000,161670.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00330.png,1,1076,1076.000,41.385,255,255,120.225,37.432,36.600,160.529,0.935,0.971,38.833,14,10,124.509,36.000,274380.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00456.png,1,858,858.000,39.722,255,255,108.811,33.287,32.819,12.290,0.911,0.956,34.409,10,34,35.538,33.000,218790.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00481.png,1,753,753.000,32.015,255,255,102.669,31.393,30.540,104.883,0.898,0.955,34.059,16,9,130.236,30.000,192015.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00126.png,1,698,698.000,36.892,255,255,97.740,30.198,29.429,158.814,0.918,0.953,32.311,7,16,158.199,30.000,177990.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00132.png,1,2099,2099.000,48.197,255,255,168.853,52.156,51.241,45.407,0.925,0.974,53.852,18,55,58.671,51.000,535245.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00052.png,1,691,691.000,39.172,255,255,96.912,30.566,28.784,37.163,0.925,0.957,32.202,8,32,36.158,29.000,176205.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00046.png,1,1052,1052.000,41.287,255,255,124.468,37.910,35.333,92.757,0.853,0.946,41.146,18,44,64.058,35.889,268260.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00091.png,1,1287,1287.000,45.817,255,255,131.882,40.527,40.434,54.100,0.930,0.970,42.202,10,13,143.673,40.000,328185.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00085.png,1,1027,1027.000,35.329,255,255,118.225,36.489,35.836,55.605,0.923,0.964,38.079,8,37,29.932,36.000,261885.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00278.png,1,1359,1359.000,41.841,255,255,135.782,41.821,41.374,168.369,0.926,0.968,43.081,7,21,158.199,41.719,346545.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00250.png,1,790,790.000,39.012,255,255,102.569,31.821,31.610,35.679,0.944,0.965,33.121,15,8,118.887,31.000,201450.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00244.png,2,2384,1192.000,44.494,255,255,127.175,39.925,37.648,31.558,0.916,0.966,41.570,10,57,30.823,37.494,303960.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00293.png,1,978,978.000,42.448,255,255,118.811,36.021,34.569,27.889,0.871,0.955,39.661,7,37,33.690,35.000,249390.000,255,NaN,NaN
2024-10-30 P2002 Group 3 Rev 1 R01_PP2_00287.png,1,1167,1167.000,44.005,255,255,126.711,38.702,38.392,24.425,0.913,0.961,40.025,6,30,12.995,38.891,297585.000,255,NaN,NaN
