Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00167.png,1,595,595.000,34.674,255,255,93.255,31.355,24.161,113.352,0.860,0.938,33.302,9,9,131.348,25.000,151725.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00173.png,1,654,654.000,37.075,255,255,94.326,29.070,28.644,175.026,0.924,0.954,30.083,7,15,158.552,29.000,166770.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00198.png,1,719,719.000,38.002,255,255,98.569,30.560,29.956,50.834,0.930,0.958,31.623,9,31,34.695,30.000,183345.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00239.png,2,743,371.500,31.671,255,255,66.477,21.075,18.281,82.399,0.846,0.908,23.046,19,28,92.962,19.191,94732.500,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00211.png,1,944,944.000,40.990,255,255,116.326,35.156,34.189,10.374,0.877,0.949,38.288,8,38,40.764,34.000,240720.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00205.png,1,628,628.000,31.717,255,255,92.569,29.326,27.266,124.805,0.921,0.952,30.232,14,10,124.216,27.577,160140.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00013.png,1,593,593.000,26.845,255,255,89.497,27.869,27.092,176.260,0.930,0.956,28.844,11,16,146.310,27.000,151215.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00007.png,1,658,658.000,33.232,255,255,94.326,29.276,28.617,174.676,0.929,0.955,30.463,9,17,156.801,29.000,167790.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00006.png,1,1056,1056.000,44.898,255,255,122.569,37.459,35.894,134.487,0.883,0.958,41.231,13,9,129.094,36.000,269280.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00012.png,1,589,589.000,35.039,255,255,88.326,27.674,27.099,88.759,0.949,0.959,28.792,16,7,110.323,27.000,150195.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00204.png,1,692,692.000,37.426,255,255,95.740,30.189,29.185,18.563,0.949,0.963,31.385,8,29,30.651,29.000,176460.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00210.png,1,362,362.000,28.730,255,255,69.012,21.539,21.399,166.135,0.955,0.950,22.561,7,15,167.196,21.000,92310.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00238.png,1,343,343.000,23.770,255,255,71.255,21.791,20.042,108.977,0.849,0.910,22.847,16,8,113.199,21.266,87465.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00199.png,1,1034,1034.000,38.989,255,255,119.882,36.912,35.667,13.310,0.904,0.960,37.855,7,29,12.200,36.000,263670.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00172.png,1,1090,1090.000,39.550,255,255,122.468,37.936,36.583,24.952,0.913,0.962,39.408,12,37,35.707,37.000,277950.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00166.png,1,765,765.000,38.636,255,255,101.983,31.673,30.753,176.287,0.924,0.957,32.650,8,14,152.650,31.000,195075.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00158.png,1,720,720.000,35.573,255,255,98.326,30.423,30.133,6.900,0.936,0.960,31.623,7,17,161.565,30.000,183600.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00170.png,1,899,899.000,35.974,255,255,111.054,34.293,33.378,121.520,0.916,0.959,35.903,22,8,102.875,33.941,229245.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00164.png,1,1221,1221.000,37.000,255,255,130.953,40.913,37.998,176.074,0.895,0.961,41.773,7,26,168.959,38.634,311355.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00206.png,1,620,620.000,36.883,255,255,91.740,28.260,27.933,60.615,0.926,0.952,29.411,9,30,35.311,28.000,158100.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00212.png,1,488,488.000,32.105,255,255,81.841,25.023,24.831,109.434,0.916,0.949,26.401,10,28,37.304,25.000,124440.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00038.png,2,695,347.500,24.515,255,255,70.062,23.736,17.464,50.068,0.824,0.915,24.079,12,38,51.220,18.450,88612.500,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00004.png,1,377,377.000,25.439,255,255,70.426,22.462,21.370,46.553,0.955,0.952,23.409,15,31,70.017,21.913,96135.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00010.png,1,2195,2195.000,49.638,255,255,173.681,53.027,52.705,89.960,0.914,0.974,55.471,22,57,62.049,52.000,559725.000,255,NaN,NaN
2024-10-30 P2002 Group 7 Rev 1 R01 PP1_00011.png,2,815,407.500,37.164,255,255,66.355,21.856,18.779,71.971,0.890,0.940,23.060,12,14.500,70.753,19.000,103912.500,255,NaN,NaN
