Tag,Ball-Powder Ratio,Jar,20mm Run Time (Hours),10mm Run Time (Hours),6mm Run Time (Hours),Total Run Time (Hours),Circ.,Feret,AR,Round
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.705,34.886,1.517,0.659
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.806,26.077,1.241,0.806
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.874,26.476,1.268,0.789
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.799,32.757,1.095,0.913
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.668,22.361,1.275,0.784
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.745,74.169,1.847,0.541
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.803,9.22,1.301,0.769
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.82,27.731,1.276,0.783
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.761,23.431,1.58,0.633
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.773,12.53,1.169,0.855
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.692,55.036,1.387,0.721
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.757,56.223,1.203,0.831
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.876,18.974,1.068,0.936
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.622,41.146,1.309,0.764
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.725,19.723,1.818,0.55
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.729,33.136,1.204,0.83
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.635,58.421,1.606,0.623
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.684,30.083,1.873,0.534
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.739,42.202,1.622,0.616
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.668,36.62,1.461,0.685
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.801,24.083,1.21,0.826
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.768,34.482,1.272,0.786
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.711,18.028,1.409,0.71
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.639,16.763,1.722,0.581
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.77,22.204,1.037,0.965
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.87,22.204,1.468,0.681
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.757,28.302,1.165,0.858
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.753,32.757,1.189,0.841
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.749,40.025,1.157,0.864
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.676,31.575,1.639,0.61
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.812,20.248,1.259,0.794
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.71,38.419,1.395,0.717
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.633,32.062,1.805,0.554
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.692,45.277,1.418,0.705
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.637,60.638,1.386,0.721
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.787,31.385,1.229,0.814
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.699,32.202,1.959,0.51
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.743,27.659,1.481,0.675
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.773,23.087,1.054,0.948
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.786,18.439,1.16,0.862
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.694,25.08,1.765,0.567
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.674,22.672,1.636,0.611
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.597,45.31,1.522,0.657
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.732,33.838,1.164,0.859
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.684,28.018,1.534,0.652
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.705,26.401,1.402,0.713
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.741,27.203,1.331,0.751
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.681,31.78,1.715,0.583
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.776,24.515,1.435,0.697
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.793,41.485,1.429,0.7
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.691,13.601,1.295,0.772
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.937,17.088,1.307,0.765
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.602,28.302,1.191,0.84
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.829,34.928,1.122,0.891
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.667,43.186,1.106,0.904
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.85,13.416,1.461,0.684
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.743,23.345,1.314,0.761
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.649,38.419,1.885,0.531
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.772,22.204,1.399,0.715
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.722,23.77,1.36,0.735
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.695,47.434,1.437,0.696
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.715,34.059,1.402,0.713
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.834,24.042,1.14,0.877
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.653,36.346,1.74,0.575
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.781,19.313,1.555,0.643
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.714,31.064,1.834,0.545
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.752,20.616,1.006,0.995
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.708,39.0,1.508,0.663
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.624,22.136,1.791,0.558
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.57,24.597,1.64,0.61
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.72,20.616,1.562,0.64
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.624,27.459,1.642,0.609
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.802,23.345,1.375,0.727
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.771,18.439,1.744,0.573
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.81,21.954,1.362,0.734
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.976,5.831,1.392,0.718
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,1.0,7.211,1.161,0.861
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.735,28.425,1.746,0.573
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.713,21.19,1.453,0.688
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.693,13.342,1.742,0.574
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.743,21.401,1.502,0.666
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.675,25.239,1.518,0.659
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.717,9.849,1.619,0.618
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.76,24.597,1.265,0.791
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.607,51.624,1.641,0.609
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.815,23.087,1.434,0.697
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.673,17.029,1.159,0.863
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.713,39.661,1.37,0.73
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.71,35.228,1.32,0.757
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.624,16.553,2.371,0.422
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.701,17.205,1.67,0.599
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.599,28.792,2.167,0.462
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.776,20.616,1.322,0.757
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.747,25.71,1.646,0.607
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.706,26.476,1.678,0.596
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.776,13.601,1.476,0.678
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.696,40.162,1.241,0.806
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.793,19.416,1.319,0.758
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.702,43.566,1.645,0.608
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.663,23.854,1.349,0.741
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.663,15.652,1.611,0.621
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.653,24.083,1.447,0.691
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.689,14.866,1.4,0.714
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.737,21.932,1.072,0.932
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.712,51.74,1.441,0.694
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.529,44.385,2.612,0.383
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.723,35.0,1.231,0.813
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.636,24.597,1.321,0.757
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.695,14.318,2.46,0.407
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.762,17.205,1.479,0.676
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.745,17.464,1.629,0.614
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.795,37.121,1.168,0.857
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.628,35.0,1.415,0.707
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.515,21.932,2.209,0.453
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.696,47.297,1.323,0.756
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.572,23.259,1.937,0.516
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.709,19.723,1.204,0.831
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.645,10.05,1.941,0.515
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.835,14.866,1.424,0.702
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.652,24.515,1.596,0.627
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.752,35.735,1.417,0.706
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.668,20.125,1.545,0.647
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.588,50.16,1.379,0.725
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.756,44.654,1.333,0.75
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.776,21.633,1.372,0.729
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.816,31.241,1.73,0.578
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.58,16.279,1.34,0.746
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.682,33.615,1.629,0.614
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.73,54.037,1.372,0.729
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.657,28.425,1.63,0.614
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.606,38.833,1.54,0.649
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.746,32.28,1.284,0.779
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.69,27.295,1.795,0.557
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.865,22.472,1.186,0.843
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.717,57.94,1.06,0.943
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.816,28.443,1.285,0.778
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.554,34.205,1.647,0.607
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.723,32.016,1.473,0.679
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.599,23.431,1.472,0.679
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.663,25.71,1.664,0.601
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.678,54.083,1.25,0.8
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.814,28.231,1.186,0.843
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.609,15.264,1.236,0.809
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.711,19.849,1.858,0.538
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.806,18.682,1.15,0.87
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.811,33.541,1.089,0.918
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.646,28.443,1.225,0.816
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.844,22.472,1.081,0.925
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.609,59.034,1.062,0.941
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.632,39.56,1.329,0.753
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.762,28.018,1.468,0.681
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.805,31.385,1.061,0.943
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.791,22.825,1.19,0.841
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.764,18.439,1.235,0.81
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.509,46.872,1.74,0.575
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.796,21.213,1.438,0.695
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.818,17.464,1.08,0.926
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.628,38.588,1.387,0.721
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.691,21.471,1.051,0.951
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.808,30.871,1.182,0.846
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.631,24.207,1.577,0.634
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.727,18.358,1.524,0.656
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.682,31.401,1.351,0.74
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.775,29.155,1.402,0.713
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.795,28.231,1.376,0.727
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.797,35.511,1.124,0.89
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.77,35.511,1.44,0.695
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.663,25.71,1.426,0.701
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.645,12.806,1.32,0.758
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.679,38.601,1.427,0.701
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.709,11.402,1.333,0.75
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.83,32.202,1.353,0.739
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.625,17.72,1.917,0.522
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.692,28.284,1.837,0.544
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.791,48.549,1.147,0.872
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.863,11.18,1.355,0.738
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.625,64.661,1.476,0.678
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.636,16.763,1.137,0.879
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.697,13.601,1.589,0.629
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.682,26.401,1.498,0.668
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.756,11.402,1.412,0.708
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.696,30.15,1.452,0.689
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.778,24.413,1.076,0.929
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.753,5.831,1.134,0.882
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.783,19.313,1.456,0.687
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.652,7.28,2.062,0.485
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.753,35.735,1.122,0.891
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.708,36.139,1.233,0.811
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.76,33.242,1.191,0.839
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.815,9.849,1.213,0.825
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.623,83.528,1.469,0.681
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,1.0,7.211,1.015,0.985
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.703,8.602,1.674,0.598
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.774,51.971,1.305,0.766
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.6,48.384,1.996,0.501
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.791,46.615,1.134,0.882
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.792,73.082,1.247,0.802
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.656,13.0,1.615,0.619
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.695,41.146,1.167,0.857
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.803,49.739,1.239,0.807
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.775,30.414,1.292,0.774
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.747,12.083,1.944,0.515
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.762,41.485,1.188,0.842
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.801,36.77,1.233,0.811
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.674,42.953,1.266,0.79
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.739,13.601,1.291,0.775
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.78,48.508,1.165,0.859
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.833,23.601,1.072,0.933
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.774,30.61,1.069,0.936
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.577,43.738,1.36,0.735
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.707,47.17,1.377,0.726
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.703,29.12,1.378,0.726
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.839,27.803,1.096,0.912
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.57,31.953,1.96,0.51
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.783,35.903,1.309,0.764
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.722,28.653,1.41,0.709
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.745,32.28,1.262,0.792
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.655,54.918,1.856,0.539
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.663,39.661,1.306,0.766
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.826,52.154,1.246,0.803
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.708,33.422,1.493,0.67
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.767,45.354,1.283,0.779
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.743,28.16,1.351,0.74
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.799,49.204,1.349,0.741
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.72,75.18,1.045,0.957
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.792,43.046,1.164,0.859
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.766,37.577,1.323,0.756
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.761,13.153,1.221,0.819
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.76,15.652,1.601,0.624
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.73,35.228,1.173,0.852
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.594,21.587,1.923,0.52
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.824,36.346,1.104,0.906
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.673,30.232,1.6,0.625
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.713,29.069,1.196,0.836
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.866,7.28,1.177,0.85
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.774,8.544,1.844,0.542
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.732,26.42,1.064,0.94
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.758,28.862,1.262,0.792
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.687,7.211,1.626,0.615
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.771,22.023,1.466,0.682
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.808,34.132,1.274,0.785
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.664,54.644,1.299,0.77
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.608,35.341,1.73,0.578
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.713,28.862,1.424,0.702
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.734,32.388,1.371,0.729
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.787,28.16,1.13,0.885
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.665,53.907,1.654,0.605
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.755,48.27,1.272,0.786
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.76,12.369,2.148,0.466
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.846,24.187,1.37,0.73
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.767,49.649,1.447,0.691
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.75,41.4,1.269,0.788
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.709,14.56,1.49,0.671
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.791,29.155,1.149,0.87
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.712,46.325,1.511,0.662
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.739,38.288,1.373,0.728
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.865,24.515,1.11,0.901
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.808,35.903,1.186,0.843
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.786,9.434,1.181,0.846
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.761,43.6,1.276,0.784
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.868,13.601,1.385,0.722
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.757,54.918,1.134,0.882
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.667,31.113,1.463,0.684
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.733,38.079,1.161,0.862
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.671,58.6,1.38,0.725
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.718,30.232,1.256,0.796
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.73,49.244,1.189,0.841
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.73,50.695,1.568,0.638
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.658,68.154,1.602,0.624
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.802,37.802,1.117,0.895
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.798,26.077,1.143,0.875
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.816,30.48,1.028,0.972
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.586,32.558,1.372,0.729
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.709,9.487,1.539,0.65
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.685,12.207,1.836,0.545
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.73,12.166,1.431,0.699
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.709,19.925,1.776,0.563
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.722,24.187,1.436,0.696
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.77,18.439,1.157,0.864
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.73,25.0,1.447,0.691
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.96,10.817,1.326,0.754
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.944,11.18,1.412,0.708
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.755,12.207,1.28,0.781
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.8,17.029,1.205,0.83
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.692,36.878,1.235,0.81
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.94,13.153,1.208,0.828
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.649,12.207,1.358,0.737
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.629,24.083,1.798,0.556
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.742,19.416,1.311,0.763
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.865,15.652,1.184,0.845
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.734,10.817,1.224,0.817
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.822,12.042,1.769,0.565
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.692,29.069,1.162,0.86
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.795,25.554,1.347,0.742
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.666,23.345,1.166,0.858
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.805,21.932,1.161,0.862
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.729,19.416,1.507,0.664
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.562,38.328,1.245,0.803
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.385,36.125,1.446,0.692
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.768,37.162,1.336,0.749
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.72,20.881,1.605,0.623
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.613,14.213,1.127,0.887
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.633,15.524,2.124,0.471
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.645,20.809,1.233,0.811
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.705,18.439,1.22,0.819
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.71,27.731,1.245,0.803
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.819,13.416,1.222,0.818
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.856,14.318,1.212,0.825
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.638,33.242,1.583,0.632
