Tag,Ball-Powder Ratio,Jar,20mm Run Time (Hours),10mm Run Time (Hours),6mm Run Time (Hours),Total Run Time (Hours),Circ.,Feret,AR,Round
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.813,14.036,1.562,0.64
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.847,19.925,1.062,0.942
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.752,29.206,1.421,0.704
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.649,29.411,1.048,0.954
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.721,25.554,1.315,0.761
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.823,21.587,1.18,0.847
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.841,24.597,1.215,0.823
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.88,12.806,1.2,0.833
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.91,10.44,1.314,0.761
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.739,16.155,1.338,0.748
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.792,26.571,1.054,0.948
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.877,18.248,1.318,0.758
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.873,29.428,1.11,0.901
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.79,14.866,1.165,0.858
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.756,31.953,1.214,0.824
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.852,20.248,1.311,0.763
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.686,34.713,1.551,0.645
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.82,21.84,1.185,0.844
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.763,26.0,1.369,0.73
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.65,26.401,1.414,0.707
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.706,25.495,1.734,0.577
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.829,21.378,1.143,0.875
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.636,35.0,2.272,0.44
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.812,33.242,1.35,0.741
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.853,14.318,1.303,0.767
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.784,27.659,1.493,0.67
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.86,21.541,1.525,0.656
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.862,20.1,1.366,0.732
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.832,20.248,1.009,0.991
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.741,26.476,1.355,0.738
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.741,30.414,1.184,0.844
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.715,23.345,1.366,0.732
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.906,12.53,1.5,0.667
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.796,23.324,1.116,0.896
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.765,32.45,1.328,0.753
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.777,19.416,1.474,0.678
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.806,27.313,1.09,0.917
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.774,17.72,1.497,0.668
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.67,28.16,1.449,0.69
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.808,31.401,1.134,0.882
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.685,27.514,1.41,0.709
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.616,23.345,2.029,0.493
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.861,21.19,1.195,0.837
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.839,22.472,1.414,0.707
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.793,25.08,1.277,0.783
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.814,21.095,1.34,0.746
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.852,18.788,1.192,0.839
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.813,28.443,1.53,0.654
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.8,30.414,1.372,0.729
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.78,29.411,1.693,0.591
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.81,26.627,1.466,0.682
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.865,19.416,1.183,0.845
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.879,25.0,1.14,0.877
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.781,17.0,1.131,0.884
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.807,29.206,1.17,0.855
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.831,27.514,1.259,0.794
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.733,21.84,1.418,0.705
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.691,32.757,1.522,0.657
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.811,29.12,1.265,0.791
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.786,20.248,1.149,0.871
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.786,19.313,1.115,0.897
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.773,25.612,1.515,0.66
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.811,30.463,1.21,0.827
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.878,21.954,1.347,0.742
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.887,21.633,1.07,0.935
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.875,20.881,1.239,0.807
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.738,34.67,1.255,0.797
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.855,18.868,1.098,0.911
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.846,25.71,1.171,0.854
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.709,28.443,1.167,0.857
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.744,26.173,1.415,0.707
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.876,11.402,1.257,0.796
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.801,26.0,1.558,0.642
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.882,29.682,1.15,0.869
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.86,22.472,1.212,0.825
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.851,32.558,1.304,0.767
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.791,29.411,1.086,0.921
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.818,24.166,1.24,0.806
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.825,25.0,1.284,0.779
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.862,16.125,1.196,0.836
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.747,24.597,1.408,0.71
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.869,11.18,1.384,0.723
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.691,28.636,1.666,0.6
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.904,14.318,1.225,0.816
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.799,23.087,1.133,0.883
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.775,12.649,1.387,0.721
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.786,33.541,1.338,0.747
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.802,22.847,1.322,0.756
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.655,33.302,1.461,0.684
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.808,21.471,1.169,0.855
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.859,20.616,1.145,0.874
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.821,28.792,1.504,0.665
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.8,20.881,1.59,0.629
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.765,13.892,1.168,0.856
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.797,21.095,1.219,0.821
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.891,11.662,1.325,0.755
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.898,10.817,1.239,0.807
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.769,21.378,1.488,0.672
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.732,32.696,1.425,0.702
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.852,15.133,1.446,0.691
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.802,18.974,1.21,0.826
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.843,24.597,1.459,0.685
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.835,25.612,1.329,0.752
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.814,21.471,1.253,0.798
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.788,18.974,1.436,0.697
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.864,14.765,1.522,0.657
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.661,32.757,1.398,0.715
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.736,44.688,1.172,0.853
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.966,10.44,1.048,0.954
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.797,11.18,1.621,0.617
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.77,31.064,1.336,0.749
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.761,20.0,1.229,0.814
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.788,19.723,1.343,0.745
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.976,8.544,1.051,0.951
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.861,16.155,1.191,0.84
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.788,15.264,1.34,0.746
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.897,12.53,1.229,0.814
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.709,20.616,1.493,0.67
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.814,19.416,1.219,0.82
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.687,19.723,1.557,0.642
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.85,9.22,1.249,0.801
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.832,13.0,1.58,0.633
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.743,15.264,1.562,0.64
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.779,29.069,1.54,0.649
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.79,24.352,1.19,0.841
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.831,19.925,1.172,0.853
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.686,16.401,1.672,0.598
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.748,16.279,1.667,0.6
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.7,19.209,1.716,0.583
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.725,31.048,1.486,0.673
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.837,13.153,1.44,0.695
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.795,14.866,1.358,0.737
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.96,13.0,1.162,0.861
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.877,11.402,1.312,0.762
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.627,68.593,1.909,0.524
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.744,27.459,1.429,0.7
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.828,13.601,1.498,0.667
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.744,44.418,1.475,0.678
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.834,27.166,1.281,0.781
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.816,17.088,1.24,0.807
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.863,36.674,1.091,0.917
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.862,20.616,1.207,0.829
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.398,37.121,1.986,0.503
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.621,23.087,2.142,0.467
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.897,10.296,1.437,0.696
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.831,27.893,1.377,0.726
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.849,15.0,1.521,0.657
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.537,37.0,2.556,0.391
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.787,24.187,1.125,0.889
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.731,30.414,1.345,0.744
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.672,34.713,1.343,0.745
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.868,18.358,1.305,0.766
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.756,12.53,1.598,0.626
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.56,43.6,1.539,0.65
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.835,26.249,1.112,0.9
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.853,16.643,1.198,0.835
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.766,27.659,1.616,0.619
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.786,20.248,1.768,0.566
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.345,39.294,4.577,0.218
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.845,23.537,1.22,0.819
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.807,38.275,1.439,0.695
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.861,12.207,1.275,0.784
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.855,18.788,1.208,0.828
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.933,20.248,1.241,0.806
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.866,18.682,1.497,0.668
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.71,34.132,1.1,0.909
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.761,22.804,1.492,0.67
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.579,21.378,2.484,0.403
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.69,12.207,1.129,0.886
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.72,20.248,2.132,0.469
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.643,25.495,1.252,0.798
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.895,14.422,1.023,0.977
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.835,10.0,1.015,0.985
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.866,10.0,1.354,0.739
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.599,25.08,2.38,0.42
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.838,15.524,1.397,0.716
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.811,14.213,1.513,0.661
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.784,19.313,1.896,0.527
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.654,32.016,1.496,0.669
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.85,12.207,1.276,0.783
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.726,33.106,1.799,0.556
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.75,25.612,1.238,0.808
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.822,31.305,1.127,0.887
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.759,14.765,1.388,0.721
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.8,9.849,1.37,0.73
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.609,16.401,1.291,0.775
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.794,29.682,1.193,0.838
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,1.0,10.0,1.322,0.756
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.78,31.385,1.308,0.765
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.688,69.203,1.349,0.741
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.885,28.862,1.244,0.804
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.771,32.573,1.303,0.767
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.871,20.809,1.381,0.724
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.816,15.524,1.215,0.823
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.704,44.147,1.662,0.602
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.687,20.248,2.029,0.493
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.813,26.249,1.199,0.834
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.512,53.16,1.251,0.799
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.808,22.472,1.293,0.773
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.615,51.039,1.494,0.669
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.792,21.19,1.255,0.797
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.835,10.77,1.289,0.776
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.783,22.204,1.106,0.904
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.736,26.173,1.527,0.655
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.89,13.601,1.425,0.702
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.802,13.892,1.689,0.592
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.8,28.653,1.039,0.963
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.793,25.554,1.104,0.906
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.771,18.788,1.564,0.64
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.8,10.44,1.162,0.86
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.695,25.239,1.233,0.811
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.703,26.926,1.524,0.656
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.774,25.632,1.449,0.69
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.804,16.401,1.253,0.798
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.818,20.616,1.342,0.745
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.785,27.803,1.029,0.972
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.878,13.601,1.425,0.702
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.826,11.705,1.291,0.775
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.706,12.207,1.514,0.661
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.802,30.15,1.389,0.72
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.759,25.08,1.299,0.77
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.833,11.705,1.316,0.76
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.873,15.133,1.461,0.684
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.818,20.025,1.205,0.83
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.776,19.235,1.441,0.694
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.802,17.117,1.236,0.809
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.882,15.232,1.385,0.722
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.839,15.811,1.273,0.786
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.791,13.153,1.258,0.795
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.758,32.573,1.354,0.739
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.846,17.72,1.218,0.821
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.789,25.71,1.141,0.876
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.664,20.224,2.198,0.455
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.714,27.295,1.478,0.677
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.842,21.954,1.104,0.906
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.831,11.402,1.361,0.735
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.904,13.0,1.708,0.586
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.89,11.705,1.257,0.795
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.923,11.402,1.055,0.948
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.817,14.56,1.32,0.758
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.82,19.313,1.102,0.907
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.611,47.634,1.42,0.704
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.601,43.829,1.523,0.657
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.767,19.416,1.292,0.774
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.881,22.204,1.363,0.734
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.831,11.18,1.379,0.725
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.64,21.633,2.077,0.481
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.697,34.482,1.4,0.714
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.556,37.537,2.011,0.497
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.668,56.613,1.315,0.761
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.665,20.125,1.361,0.735
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.829,12.042,1.091,0.917
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.722,22.204,1.169,0.855
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.943,10.817,1.263,0.792
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.832,19.416,1.311,0.763
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.833,26.173,1.083,0.924
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.733,35.0,1.706,0.586
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.859,20.616,1.291,0.775
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.868,15.0,1.281,0.781
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.833,29.614,1.153,0.867
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.735,11.402,1.064,0.94
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.549,18.385,1.976,0.506
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.827,17.205,1.177,0.85
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.737,23.345,1.38,0.724
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.841,12.806,1.136,0.88
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.795,38.013,1.306,0.765
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.758,36.401,1.498,0.667
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.825,10.44,1.362,0.734
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.887,13.153,1.171,0.854
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.908,17.117,1.122,0.891
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.722,15.652,1.604,0.624
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.771,16.643,1.318,0.759
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.799,19.723,1.332,0.751
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.75,28.178,1.166,0.858
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.837,27.731,1.261,0.793
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.682,30.083,1.687,0.593
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.889,12.649,1.256,0.796
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.844,11.402,1.263,0.792
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.834,16.643,1.36,0.735
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.844,20.125,1.198,0.835
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.838,28.302,1.429,0.7
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.903,9.849,1.248,0.801
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.725,34.54,1.634,0.612
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.731,25.495,1.595,0.627
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.763,36.77,1.48,0.676
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.845,9.434,1.496,0.668
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.827,18.028,1.242,0.805
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.918,12.53,1.108,0.903
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.698,20.0,1.07,0.934
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.758,28.16,1.265,0.791
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.844,35.0,1.341,0.746
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.812,34.54,1.201,0.833
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.87,12.207,1.117,0.895
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.672,23.259,1.95,0.513
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.629,33.541,1.586,0.63
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.63,12.042,1.57,0.637
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.817,12.042,1.117,0.896
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.873,13.038,1.197,0.836
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.951,10.0,1.069,0.935
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.789,22.472,1.136,0.88
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.824,14.422,1.551,0.645
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.768,15.524,1.294,0.773
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.659,24.166,2.059,0.486
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.696,31.953,1.533,0.652
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.942,10.44,1.033,0.969
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.604,29.155,1.587,0.63
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.844,26.0,1.166,0.858
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.826,11.402,1.194,0.837
G2-6,7:5:1,2,20.0,25.0,8.3,53.3,0.887,9.487,1.332,0.751
