Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00090.png,1,1883,1883.000,48.208,255,255,160.267,49.352,48.580,145.954,0.921,0.973,50.774,10,18,147.875,49.000,480165.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00084.png,1,961,961.000,39.224,255,255,117.640,35.589,34.381,49.741,0.873,0.949,38.601,10,39,36.573,35.000,245055.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00709.png,1,766,766.000,37.827,255,255,102.569,31.466,30.996,96.204,0.915,0.956,32.558,19,6,100.620,31.000,195330.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00053.png,1,1244,1244.000,42.676,255,255,130.125,39.983,39.615,12.176,0.923,0.967,41.437,7,28,8.326,39.000,317220.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00735.png,1,555,555.000,34.688,255,255,85.255,26.822,26.346,35.687,0.960,0.965,28.018,9,29,34.824,26.000,141525.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00721.png,1,802,802.000,39.605,255,255,104.569,33.080,30.869,28.442,0.922,0.960,34.205,9,33,37.875,31.000,204510.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00047.png,1,1485,1485.000,45.720,255,255,144.125,43.671,43.295,44.318,0.898,0.965,46.615,15,46,54.605,43.000,378675.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00292.png,1,2853,2853.000,50.053,255,255,202.309,60.673,59.871,165.953,0.876,0.963,64.560,7,26,163.811,60.374,727515.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00286.png,1,1284,1284.000,40.226,255,255,137.054,43.663,37.443,152.520,0.859,0.954,47.434,9,18,145.305,37.527,327420.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00279.png,1,808,808.000,30.468,255,255,111.882,36.334,28.314,156.237,0.811,0.922,39.812,7,16,154.722,30.559,206040.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00537.png,1,980,980.000,39.216,255,255,115.640,35.517,35.132,174.778,0.921,0.962,37.216,17,8,120.700,35.000,249900.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00251.png,1,990,990.000,37.330,255,255,115.983,35.918,35.094,54.196,0.925,0.966,38.013,14,42,54.638,35.000,252450.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00245.png,1,2312,2312.000,51.504,255,255,177.338,54.591,53.924,129.301,0.924,0.976,55.803,17,11,126.254,54.000,589560.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00523.png,1,833,833.000,38.565,255,255,107.740,33.644,31.524,177.933,0.902,0.957,35.847,7,30,22.989,31.000,212415.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00480.png,1,1041,1041.000,39.342,255,255,119.054,38.684,34.264,165.712,0.923,0.966,39.395,9,15,156.038,34.000,265455.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00494.png,2,1061,530.500,35.869,255,255,77.376,24.407,21.642,124.677,0.850,0.910,26.413,19,15,109.503,22.350,135277.500,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00319.png,1,1541,1541.000,46.612,255,255,145.196,44.848,43.749,165.783,0.919,0.969,45.891,6,34,11.310,44.000,392955.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00443.png,1,756,756.000,37.352,255,255,101.497,32.070,30.015,17.265,0.922,0.964,34.670,9,31,33.232,30.000,192780.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00325.png,1,1666,1666.000,47.062,255,255,151.782,46.522,45.596,137.958,0.909,0.969,47.885,18,9,118.706,45.616,424830.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00331.png,1,1718,1718.000,43.329,255,255,157.095,48.284,45.303,169.850,0.875,0.956,52.202,8,22,159.829,46.000,438090.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00457.png,1,1082,1082.000,40.892,255,255,129.296,40.124,34.334,58.069,0.813,0.932,44.944,15,45,57.724,36.000,275910.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00682.png,1,796,796.000,38.454,255,255,103.983,31.978,31.693,161.511,0.925,0.959,33.287,8,15,147.265,32.000,202980.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00696.png,1,1526,1526.000,43.952,255,255,151.439,48.400,40.144,71.936,0.836,0.954,52.000,16,56,67.380,41.861,389130.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00669.png,1,745,745.000,38.481,255,255,100.569,31.028,30.572,36.629,0.926,0.959,32.202,14,36,53.842,31.000,189975.000,255,NaN,NaN
2024-10-30 P2328 Group 5 Rev 2 R01 PP1_00127.png,1,1087,1087.000,40.215,255,255,121.296,37.778,36.635,50.184,0.928,0.966,38.949,17,43,60.803,36.770,277185.000,255,NaN,NaN
