Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_02255.png,1,369,369,27.703,255,255,69.355,22.013,21.343,47.974,0.964,0.962,23.431,9,25,39.806,21.000,94095,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_01984.png,1,746,746,36.039,255,255,100.569,31.110,30.532,53.842,0.927,0.958,32.311,16,38,68.199,31.000,190230,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_00442.png,1,511,511,29.675,255,255,83.255,26.065,24.962,16.926,0.926,0.952,27.019,9,29,38.991,25.000,130305,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_00324.png,1,792,792,38.261,255,255,103.983,32.654,30.882,116.632,0.920,0.958,33.734,19,6,101.976,31.000,201960,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_02533.png,1,664,664,38.560,255,255,95.740,29.491,28.667,93.701,0.910,0.950,30.610,11,33,51.633,29.000,169320,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_02527.png,1,593,593,32.835,255,255,89.497,27.885,27.076,27.442,0.930,0.953,29.069,8,27,26.565,27.000,151215,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_00330.png,1,905,905,39.297,255,255,110.811,34.225,33.668,115.457,0.926,0.962,35.468,16,8,111.501,34.000,230775,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_01990.png,1,807,807,39.852,255,255,105.397,32.346,31.766,138.791,0.913,0.957,33.601,14,8,126.529,32.000,205785,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_00456.png,1,529,529,34.803,255,255,83.841,26.466,25.449,163.285,0.946,0.960,27.586,9,11,133.531,25.000,134895,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_01748.png,1,609,609,32.955,255,255,90.326,28.854,26.873,43.520,0.938,0.959,29.732,15,36,70.346,27.577,155295,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_02241.png,1,578,578,36.148,255,255,88.912,27.474,26.786,84.690,0.919,0.950,28.653,12,33,60.751,27.000,147390,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_01760.png,1,901,901,39.174,255,255,111.740,36.329,31.577,150.312,0.907,0.960,38.949,7,13,150.803,32.000,229755,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_02269.png,1,574,574,34.167,255,255,87.497,27.223,26.846,127.279,0.942,0.958,28.302,12,9,122.005,27.000,146370,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_01006.png,1,452,452,33.934,255,255,78.426,24.740,23.262,73.309,0.923,0.948,25.612,9,27,38.660,23.000,115260,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_00318.png,1,646,646,37.515,255,255,95.740,29.671,27.721,165.103,0.886,0.948,31.623,9,11,145.305,28.144,164730,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_01012.png,1,778,778,35.985,255,255,101.983,31.546,31.401,66.675,0.940,0.962,32.894,7,28,19.537,31.000,198390,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_01774.png,1,504,504,33.158,255,255,82.083,25.628,25.039,27.304,0.940,0.954,26.627,8,28,34.287,25.000,128520,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_01947.png,1,594,594,33.673,255,255,90.083,27.777,27.227,146.348,0.920,0.955,29.069,11,9,130.815,27.000,151470,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_00481.png,1,976,976,35.569,255,255,116.225,37.085,33.509,44.830,0.908,0.959,38.949,16,46,60.803,34.391,248880,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_02296.png,1,607,607,33.647,255,255,90.326,28.329,27.281,176.156,0.935,0.955,29.155,8,14,149.036,27.000,154785,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_02282.png,1,810,810,34.527,255,255,103.983,32.335,31.895,105.051,0.941,0.964,33.838,17,41,71.030,32.000,206550,255,NaN,NaN
2024-10-29 P1444 Group 1 Rev 8 R01_PP2_01953.png,1,642,642,35.548,255,255,92.912,29.028,28.160,173.619,0.935,0.957,30.000,10,11,143.130,28.000,163710,255,NaN,NaN
