Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
2024-10-30 P2328 Group 1 Rev 3 R01 PP1_00085.png,1,884,884.000,36.818,255,255,110.225,35.425,31.773,167.803,0.914,0.959,37.336,7,17.000,159.624,32.000,225420,255,NaN,NaN
2024-10-30 P2328 Group 1 Rev 3 R01 PP1_00091.png,1,784,784.000,39.596,255,255,103.154,31.888,31.304,30.500,0.926,0.960,33.302,9,33.000,41.348,31.000,199920,255,NaN,NaN
2024-10-30 P2328 Group 1 Rev 3 R01 PP1_00046.png,3,1391,463.667,31.329,255,255,81.598,25.956,19.619,125.459,0.683,0.880,29.604,32,24.667,106.319,19.999,118235,255,NaN,NaN
2024-10-30 P2328 Group 1 Rev 3 R01 PP1_00052.png,1,1557,1557.000,44.741,255,255,147.439,44.854,44.198,89.015,0.900,0.960,47.539,8,20.000,157.751,44.453,397035,255,NaN,NaN
2024-10-30 P2328 Group 1 Rev 3 R01 PP1_00053.png,1,631,631.000,35.791,255,255,92.326,28.631,28.061,22.237,0.930,0.955,29.682,13,33.000,57.381,28.000,160905,255,NaN,NaN
2024-10-30 P2328 Group 1 Rev 3 R01 PP1_00047.png,1,1361,1361.000,41.903,255,255,137.782,42.684,40.598,5.888,0.901,0.963,44.385,7,22.000,165.651,41.000,347055,255,NaN,NaN
2024-10-30 P2328 Group 1 Rev 3 R01 PP1_00090.png,1,674,674.000,33.300,255,255,95.740,29.892,28.709,14.965,0.924,0.955,31.016,7,27.000,20.772,29.000,171870,255,NaN,NaN
2024-10-30 P2328 Group 1 Rev 3 R01 PP1_00084.png,1,506,506.000,31.645,255,255,82.083,25.830,24.942,20.670,0.944,0.955,26.683,7,25.000,12.995,25.000,129030,255,NaN,NaN
2024-10-30 P2328 Group 1 Rev 3 R01 PP1_00092.png,1,695,695.000,31.591,255,255,97.740,30.456,29.055,17.614,0.914,0.953,31.401,7,29.000,9.162,29.000,177225,255,NaN,NaN
2024-10-30 P2328 Group 1 Rev 3 R01 PP1_00086.png,1,454,454.000,32.336,255,255,81.598,25.979,22.251,54.706,0.857,0.937,29.411,8,32.000,54.689,23.000,115770,255,NaN,NaN
2024-10-30 P2328 Group 1 Rev 3 R01 PP1_00051.png,1,965,965.000,41.029,255,255,114.811,35.246,34.860,2.843,0.920,0.962,36.715,7,32.000,29.358,35.000,246075,255,NaN,NaN
2024-10-30 P2328 Group 1 Rev 3 R01 PP1_00045.png,1,826,826.000,39.036,255,255,106.569,33.018,31.853,13.106,0.914,0.959,35.355,7,32.000,28.740,32.000,210630,255,NaN,NaN
2024-10-30 P2328 Group 1 Rev 3 R01 PP1_00079.png,1,964,964.000,40.986,255,255,113.397,35.514,34.561,12.247,0.942,0.970,36.401,8,17.000,159.076,34.000,245820,255,NaN,NaN
2024-10-30 P2328 Group 1 Rev 3 R01 PP1_00078.png,1,864,864.000,39.963,255,255,109.397,33.332,33.004,155.080,0.907,0.957,34.828,13,9.000,129.174,33.000,220320,255,NaN,NaN
