Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00101.png,1,552,552,32.056,255,255,86.669,27.420,25.632,165.456,0.923,0.954,28.425,13.000,9.000,129.289,26.000,140760,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00115.png,1,656,656,36.323,255,255,94.912,29.211,28.593,130.748,0.915,0.954,30.610,10.000,12.000,141.633,29.000,167280,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00075.png,1,519,519,28.769,255,255,83.255,26.616,24.827,10.674,0.941,0.955,27.514,8.000,18.000,160.907,25.000,132345,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00061.png,1,871,871,36.292,255,255,109.397,34.199,32.427,30.199,0.915,0.957,35.355,15.000,40.000,61.260,33.000,222105,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00049.png,1,1037,1037,39.869,255,255,119.882,36.875,35.806,6.829,0.907,0.958,38.118,6.000,22.000,175.486,36.000,264435,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00048.png,1,1078,1078,35.023,255,255,121.054,37.859,36.254,2.727,0.924,0.965,38.897,8.000,21.000,162.031,36.000,274890,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00060.png,1,704,704,38.075,255,255,96.912,30.197,29.684,24.743,0.942,0.963,31.780,15.000,36.000,65.854,29.000,179520,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00074.png,1,636,636,34.416,255,255,93.154,28.620,28.295,174.412,0.921,0.952,29.732,7.000,18.000,160.346,28.777,162180,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00114.png,1,520,520,32.500,255,255,83.740,26.118,25.350,165.994,0.932,0.952,27.459,7.000,23.000,10.491,25.456,132600,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00100.png,1,877,877,39.719,255,255,109.154,34.255,32.598,38.051,0.925,0.964,35.847,14.000,38.000,59.859,33.000,223635,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00116.png,1,646,646,36.621,255,255,93.154,28.706,28.653,36.802,0.935,0.956,30.083,16.000,7.000,111.448,28.991,164730,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00102.png,1,511,511,35.388,255,255,82.669,25.919,25.102,96.327,0.940,0.955,26.926,16.000,5.000,105.068,25.000,130305,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00062.png,1,1805,1805,49.317,255,255,158.267,48.487,47.398,153.657,0.906,0.968,49.406,16.000,10.000,125.942,47.852,460275,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00076.png,1,621,621,34.385,255,255,92.083,28.314,27.925,117.484,0.920,0.955,30.000,13.000,9.000,126.870,28.000,158355,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00089.png,1,977,977,39.878,255,255,116.468,35.610,34.933,10.865,0.905,0.956,36.620,10.000,35.000,34.992,35.693,249135,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00088.png,1,585,585,33.972,255,255,89.740,27.416,27.168,130.618,0.913,0.949,28.601,9.000,13.000,143.531,27.577,149175,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00077.png,1,1089,1089,41.885,255,255,122.468,37.662,36.816,178.294,0.912,0.962,38.601,11.000,13.000,143.427,37.000,277695,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00063.png,1,1399,1399,44.611,255,255,138.125,42.390,42.021,16.171,0.921,0.970,43.463,8.000,20.000,156.975,42.000,356745,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00103.png,1,842,842,37.323,255,255,106.811,33.021,32.466,18.155,0.927,0.963,34.205,7.000,30.000,15.255,33.000,214710,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00117.png,1,678,678,32.785,255,255,96.326,29.648,29.117,140.225,0.918,0.954,30.887,10.000,16.000,150.945,29.000,172890,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00113.png,1,1203,1203,42.034,255,255,128.953,39.556,38.723,42.958,0.909,0.962,40.608,7.000,31.000,9.926,38.891,306765,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00107.png,8,208,26,6.652,255,255,20.289,7.546,4.072,105.410,0.787,0.840,8.277,24.125,35.625,102.797,4.662,6630,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00067.png,1,1798,1798,46.786,255,255,156.610,48.522,47.180,103.742,0.921,0.973,49.729,23.000,8.000,105.154,47.000,458490,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00073.png,1,674,674,31.204,255,255,94.912,30.151,28.462,9.723,0.940,0.964,31.321,8.000,20.000,163.301,28.000,171870,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00098.png,1,770,770,36.389,255,255,101.983,31.797,30.833,3.428,0.930,0.958,32.757,8.000,30.000,31.264,31.000,196350,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00099.png,1,841,841,39.764,255,255,107.397,33.163,32.289,141.610,0.916,0.959,34.409,13.000,9.000,125.538,32.571,214455,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00072.png,1,582,582,35.488,255,255,90.326,27.595,26.854,86.490,0.896,0.943,28.636,16.000,6.000,102.095,27.649,148410,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00066.png,1,555,555,33.841,255,255,88.426,27.531,25.668,145.965,0.892,0.952,30.480,8.000,9.000,138.991,26.000,141525,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00106.png,1,550,550,34.375,255,255,85.497,26.562,26.364,89.689,0.946,0.959,27.659,15.000,33.000,77.471,26.000,140250,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00112.png,1,531,531,28.066,255,255,87.255,26.148,25.856,70.946,0.876,0.945,28.425,14.000,9.000,129.289,26.000,135405,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00104.png,1,662,662,32.756,255,255,94.326,29.309,28.759,175.133,0.935,0.957,30.463,7.000,18.000,156.801,29.000,168810,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00110.png,1,571,571,30.276,255,255,88.669,27.355,26.578,172.133,0.913,0.951,28.425,12.000,12.000,129.289,27.000,145605,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00058.png,1,1428,1428,45.536,255,255,138.953,42.856,42.425,89.553,0.929,0.970,44.147,20.000,49.000,76.908,42.000,364140,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00070.png,1,565,565,33.611,255,255,86.912,27.037,26.607,28.296,0.940,0.954,28.231,8.000,27.000,22.932,26.870,144075,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00064.png,1,647,647,35.825,255,255,93.497,29.567,27.862,176.626,0.930,0.959,30.529,9.000,12.000,148.393,28.000,164985,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00065.png,1,795,795,38.443,255,255,104.569,32.534,31.113,99.544,0.914,0.958,33.734,20.000,8.000,101.976,31.000,202725,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00071.png,1,729,729,32.314,255,255,102.811,32.069,28.944,170.649,0.867,0.938,35.171,7.000,20.000,165.174,30.000,185895,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00059.png,1,1314,1314,45.077,255,255,134.711,41.816,40.009,175.542,0.910,0.966,42.755,6.000,22.000,169.216,40.000,335070,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00111.png,1,342,342,27.941,255,255,67.598,21.512,20.242,22.893,0.941,0.945,22.825,7.000,23.000,28.811,21.000,87210,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00105.png,1,775,775,39.141,255,255,102.569,31.768,31.061,22.638,0.926,0.960,32.802,9.000,32.000,37.569,31.000,197625,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00016.png,1,1024,1024,42.649,255,255,118.468,36.231,35.986,168.805,0.917,0.962,37.363,7.000,30.000,15.524,36.000,261120,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00002.png,1,628,628,36.512,255,255,92.083,28.668,27.892,50.638,0.931,0.960,29.833,8.000,31.000,39.560,28.000,160140,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00003.png,1,1880,1880,48.907,255,255,160.267,49.171,48.681,48.922,0.920,0.971,50.695,8.000,41.000,22.011,49.000,479400,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00017.png,1,1286,1286,41.780,255,255,133.640,41.874,39.102,137.656,0.905,0.969,45.000,13.000,8.000,126.870,39.000,327930,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00001.png,1,1696,1696,45.591,255,255,152.610,47.139,45.810,163.953,0.915,0.969,48.270,13.000,15.000,140.042,46.000,432480,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00015.png,1,1502,1502,46.230,255,255,144.024,44.077,43.388,71.441,0.910,0.965,45.607,21.000,50.000,74.745,43.841,383010,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00029.png,1,673,673,38.152,255,255,95.154,29.484,29.063,23.437,0.934,0.958,30.529,8.000,29.000,31.608,29.000,171615,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00028.png,1,974,974,41.412,255,255,115.054,35.570,34.865,156.041,0.925,0.960,36.770,7.000,17.000,157.620,35.000,248370,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00014.png,2,1154,577,39.602,255,255,90.770,29.466,24.553,95.199,0.864,0.947,31.214,24.500,12.000,125.181,24.238,147135,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00000.png,1,2058,2058,48.722,255,255,167.924,51.748,50.636,55.688,0.917,0.971,53.009,18.000,56.000,54.211,50.912,524790,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00038.png,1,567,567,33.750,255,255,87.255,27.404,26.344,156.786,0.936,0.959,28.601,9.000,11.000,143.531,26.000,144585,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00004.png,1,2599,2599,52.294,255,255,189.581,59.592,55.530,141.046,0.909,0.974,61.400,10.000,16.000,142.943,56.569,662745,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00010.png,1,1213,1213,40.152,255,255,128.711,39.497,39.102,55.687,0.920,0.966,40.608,11.000,41.000,37.999,39.000,309315,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00011.png,1,2164,2164,48.937,255,255,172.510,52.709,52.274,29.457,0.914,0.973,54.203,10.000,47.000,37.504,52.000,551820,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00005.png,1,689,689,33.285,255,255,97.154,29.655,29.582,61.035,0.917,0.952,31.016,8.000,19.000,159.228,30.000,175695,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00039.png,1,1014,1014,40.560,255,255,117.640,36.217,35.648,165.510,0.921,0.963,37.363,7.000,21.000,164.476,36.000,258570,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00013.png,1,657,657,39.107,255,255,93.497,29.287,28.563,170.191,0.944,0.963,30.610,10.000,10.000,141.633,28.000,167535,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00007.png,1,1126,1126,41.657,255,255,123.640,38.372,37.362,18.914,0.926,0.968,39.408,10.000,37.000,35.707,37.000,287130,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00006.png,1,612,612,34.694,255,255,90.912,28.583,27.262,121.400,0.931,0.957,29.547,16.000,7.000,113.962,27.649,156060,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00012.png,1,449,449,32.798,255,255,77.012,24.298,23.528,176.686,0.951,0.958,25.239,8.000,11.000,146.310,23.000,114495,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00037.png,1,1451,1451,45.457,255,255,140.368,43.347,42.620,42.749,0.925,0.968,44.418,16.000,47.000,58.815,43.000,370005,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00023.png,1,700,700,32.377,255,255,98.326,30.083,29.627,162.771,0.910,0.954,31.401,13.000,12.000,127.235,29.963,178500,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00022.png,1,1192,1192,42.450,255,255,127.296,39.251,38.666,33.662,0.924,0.966,41.049,14.000,43.000,55.923,38.891,303960,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00036.png,1,1307,1307,44.822,255,255,133.539,41.082,40.507,6.022,0.921,0.966,42.202,7.000,33.000,13.707,41.000,333285,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00020.png,1,1098,1098,42.215,255,255,121.882,37.428,37.352,137.355,0.929,0.966,38.626,17.000,43.000,68.749,37.000,279990,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00034.png,1,1538,1538,42.734,255,255,145.196,45.229,43.296,167.062,0.917,0.969,46.325,7.000,27.000,166.264,43.827,392190,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00008.png,1,979,979,37.654,255,255,115.054,35.832,34.787,65.837,0.929,0.963,36.892,13.000,41.000,57.171,35.000,249645,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00009.png,1,2175,2175,47.760,255,255,173.581,54.185,51.108,159.295,0.907,0.970,55.227,9.000,20.000,148.325,51.430,554625,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00035.png,1,880,880,33.208,255,255,109.640,34.615,32.369,14.859,0.920,0.958,35.847,9.000,36.000,30.141,33.000,224400,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00021.png,1,1123,1123,41.531,255,255,124.125,38.160,37.470,108.159,0.916,0.962,39.825,16.000,9.000,118.496,38.000,286365,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00019.png,1,663,663,32.757,255,255,94.912,29.362,28.750,97.798,0.925,0.957,30.610,11.000,14.000,141.633,29.000,169065,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00025.png,1,771,771,39.824,255,255,101.154,31.540,31.125,158.064,0.947,0.966,32.894,7.000,16.000,160.463,31.000,196605,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00031.png,1,647,647,32.014,255,255,94.326,28.948,28.457,151.366,0.914,0.951,30.017,8.000,16.000,150.018,29.000,164985,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00030.png,1,840,840,38.853,255,255,106.811,33.045,32.365,133.043,0.925,0.959,34.482,8.000,15.000,150.461,32.527,214200,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00024.png,1,1160,1160,42.121,255,255,126.610,38.980,37.890,94.570,0.909,0.961,41.976,20.000,7.000,102.381,38.184,295800,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00018.png,1,696,696,39.456,255,255,96.912,30.358,29.191,78.240,0.931,0.960,31.401,11.000,34.000,52.765,29.000,177480,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00032.png,1,809,809,38.233,255,255,104.569,32.813,31.392,85.155,0.930,0.963,33.734,19.000,39.000,78.024,31.000,206295,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00026.png,1,677,677,36.614,255,255,95.740,31.453,27.406,39.528,0.928,0.959,32.650,9.000,32.000,40.030,27.577,172635,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00027.png,1,467,467,33.215,255,255,80.083,24.954,23.828,51.069,0.915,0.942,26.000,13.000,30.000,67.380,24.407,119085,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00033.png,1,1149,1149,44.175,255,255,124.468,39.121,37.396,120.809,0.932,0.968,40.311,8.000,16.000,150.255,37.812,292995,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00108.png,1,689,689,37.263,255,255,97.154,30.146,29.101,147.447,0.917,0.954,31.401,6.000,19.000,170.838,29.000,175695,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00054.png,1,997,997,38.331,255,255,116.225,37.327,34.008,4.936,0.927,0.966,38.328,7.000,21.000,164.876,34.000,254235,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00040.png,1,1371,1371,44.513,255,255,137.782,42.122,41.442,20.360,0.908,0.963,43.324,8.000,34.000,18.853,42.000,349605,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00068.png,1,766,766,37.005,255,255,101.154,31.345,31.115,75.446,0.941,0.963,32.650,15.000,9.000,117.350,31.000,195330,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00097.png,1,743,743,40.206,255,255,101.640,31.411,30.118,97.003,0.904,0.950,33.838,15.000,38.000,71.030,30.411,189465,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00083.png,1,770,770,37.198,255,255,101.983,31.728,30.900,162.017,0.930,0.959,32.696,8.000,17.000,156.571,31.000,196350,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00082.png,1,983,983,40.958,255,255,115.640,35.526,35.230,19.524,0.924,0.963,36.620,9.000,34.000,34.992,35.000,250665,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00096.png,1,957,957,39.875,255,255,114.225,35.047,34.767,125.039,0.922,0.963,36.401,13.000,10.000,127.185,35.000,244035,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00069.png,1,643,643,37.340,255,255,93.497,28.995,28.236,163.834,0.924,0.955,30.232,13.000,8.000,124.216,28.000,163965,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00041.png,1,808,808,37.373,255,255,105.154,32.479,31.675,167.536,0.918,0.959,33.601,13.000,9.000,126.529,31.000,206040,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00055.png,1,1479,1479,44.737,255,255,142.368,43.983,42.815,19.508,0.917,0.969,45.000,12.000,44.000,36.870,43.000,377145,255,NaN,NaN
2024-10-29 P1444 Group 3 Rev 6 R01 PP1_00109.png,1,963,963,41.797,255,255,114.468,35.470,34.568,116.924,0.924,0.961,36.401,18.000,7.000,110.924,34.648,245565,255,NaN,NaN
