Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00894.png,1,571,571,35.688,255,255,86.912,27.430,26.504,155.156,0.950,0.960,28.792,7,15,159.677,26.870,145605,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01552.png,1,445,445,30.817,255,255,77.598,24.459,23.165,16.883,0.929,0.954,25.807,8,27,35.538,23.000,113475,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01234.png,1,824,824,38.148,255,255,105.983,32.750,32.035,26.897,0.922,0.961,34.205,7,19,164.745,32.000,210120,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01220.png,2,1017,508.500,41.008,255,255,84.355,27.017,23.955,94.494,0.897,0.960,29.866,9,32.500,95.428,23.500,129667.500,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00658.png,1,1268,1268,42.722,255,255,131.296,40.363,39.998,66.631,0.924,0.969,41.629,18,47,65.898,40.000,323340,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00880.png,1,381,381,29.398,255,255,71.841,22.245,21.807,140.948,0.928,0.942,23.409,15,7,109.983,22.000,97155,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01546.png,1,1037,1037,38.407,255,255,118.811,36.627,36.049,4.529,0.923,0.966,38.013,13,12,125.362,36.000,264435,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00857.png,1,1010,1010,43.837,255,255,116.811,36.206,35.518,97.631,0.930,0.967,37.363,18,6,105.524,35.000,257550,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01591.png,1,671,671,36.290,255,255,95.154,29.763,28.705,46.849,0.931,0.958,30.806,7,25,13.134,28.991,171105,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_02098.png,1,533,533,31.726,255,255,84.669,26.257,25.846,105.081,0.934,0.953,27.514,17,7,109.093,26.000,135915,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00843.png,1,1377,1377,45.536,255,255,137.296,42.062,41.682,88.805,0.918,0.969,43.278,14,10,130.314,41.000,351135,255,NaN,NaN
