Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00059.png,1,1185,1185,43.840,255,255,126.468,39.233,38.458,142.670,0.931,0.969,41.049,14,9,124.077,38.000,302175,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00717.png,1,811,811,39.179,255,255,104.569,32.882,31.403,171.555,0.932,0.963,33.838,7,17,161.030,31.000,206805,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00071.png,1,898,898,41.536,255,255,110.811,33.994,33.634,179.724,0.919,0.960,35.000,14,9,126.870,34.000,228990,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00065.png,1,600,600,39.474,255,255,90.083,28.249,27.043,111.137,0.929,0.956,29.206,11,8,128.047,27.000,153000,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00703.png,1,746,746,38.533,255,255,100.569,31.099,30.543,139.576,0.927,0.958,32.311,7,16,158.199,31.000,190230,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00298.png,1,517,517,27.354,255,255,82.912,26.085,25.236,42.961,0.945,0.955,27.203,17,36,72.897,25.456,131835,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00529.png,1,670,670,33.873,255,255,95.154,29.566,28.853,12.191,0.930,0.957,30.676,7,29,19.026,29.000,170850,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00273.png,1,1108,1108,43.451,255,255,123.296,37.810,37.311,136.058,0.916,0.963,39.000,7,31,22.620,37.720,282540,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00515.png,1,708,708,38.291,255,255,98.326,30.320,29.731,122.478,0.920,0.957,32.202,13,9,126.158,30.000,180540,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00501.png,1,470,470,31.714,255,255,80.083,25.092,23.849,125.174,0.921,0.945,26.077,13,8,122.471,24.597,119850,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00267.png,1,679,679,34.293,255,255,96.326,30.038,28.781,120.581,0.920,0.956,31.241,12,9,129.806,29.000,173145,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00449.png,1,727,727,35.972,255,255,99.154,30.892,29.964,154.447,0.929,0.957,32.202,7,15,154.231,30.000,185385,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00307.png,1,645,645,31.915,255,255,92.326,29.095,28.226,9.141,0.951,0.963,30.083,7,20,158.552,28.000,164475,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00461.png,1,910,910,40.373,255,255,111.054,35.429,32.703,112.188,0.927,0.962,36.401,19,7,105.945,33.234,232050,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00475.png,1,561,561,27.827,255,255,86.669,27.598,25.882,29.284,0.939,0.958,28.844,9,31,33.690,26.000,143055,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00313.png,1,654,654,29.620,255,255,94.326,29.001,28.713,131.713,0.924,0.957,30.232,16,9,124.216,29.000,166770,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00688.png,1,839,839,39.650,255,255,106.225,32.959,32.412,26.009,0.934,0.963,34.015,8,15,155.695,32.527,213945,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00139.png,1,1374,1374,43.828,255,255,137.539,42.314,41.344,13.824,0.913,0.965,43.417,8,37,28.926,42.000,350370,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00663.png,1,642,642,34.721,255,255,93.154,29.006,28.181,70.609,0.930,0.956,30.083,17,36,68.552,28.284,163710,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00105.png,1,834,834,40.290,255,255,105.983,32.807,32.368,98.480,0.933,0.963,33.838,13,9,124.160,32.000,212670,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00111.png,1,900,900,38.265,255,255,111.154,34.178,33.528,42.147,0.915,0.963,36.620,8,35,34.992,33.000,229500,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00677.png,1,553,553,36.358,255,255,86.083,26.722,26.349,130.061,0.938,0.954,28.018,8,12,145.176,26.000,141015,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00110.png,1,675,675,39.199,255,255,97.497,30.811,27.894,46.984,0.892,0.951,33.615,12,35,59.621,28.991,172125,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00676.png,1,739,739,39.059,255,255,99.983,30.838,30.512,142.395,0.929,0.957,32.311,16,7,111.801,30.858,188445,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00662.png,1,645,645,33.316,255,255,93.497,29.676,27.674,167.678,0.927,0.960,31.623,7,18,161.565,27.000,164475,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00104.png,1,1138,1138,42.911,255,255,125.054,38.475,37.659,132.329,0.914,0.962,39.699,13,10,130.914,38.000,290190,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00138.png,1,1484,1484,45.690,255,255,142.953,43.777,43.161,174.077,0.913,0.966,45.000,11,14,143.130,43.000,378420,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00689.png,1,535,535,36.100,255,255,85.012,26.580,25.628,14.081,0.930,0.957,28.302,8,27,32.005,25.000,136425,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00474.png,1,445,445,24.722,255,255,76.426,24.923,22.734,30.156,0.957,0.960,26.077,10,31,32.471,23.000,113475,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00312.png,1,639,639,28.476,255,255,92.912,28.984,28.070,44.910,0.930,0.957,30.232,9,33,34.216,28.000,162945,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00306.png,1,679,679,36.723,255,255,96.326,29.481,29.325,139.180,0.920,0.958,31.064,9,13,146.821,29.000,173145,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00460.png,1,815,815,39.372,255,255,105.740,32.593,31.838,39.808,0.916,0.958,34.713,11,34,41.496,32.000,207825,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00448.png,1,761,761,40.222,255,255,101.740,31.566,30.696,30.464,0.924,0.961,33.302,9,31,41.348,31.000,194055,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00500.png,1,761,761,35.199,255,255,105.154,33.540,28.889,125.020,0.865,0.943,36.401,12,10,127.185,30.142,194055,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00266.png,1,717,717,37.035,255,255,98.569,30.500,29.932,93.356,0.927,0.957,31.575,18,7,100.954,30.000,182835,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00272.png,1,788,788,37.311,255,255,102.569,32.294,31.068,85.141,0.941,0.964,33.541,14,38,63.435,31.000,200940,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00514.png,1,771,771,38.939,255,255,101.740,32.007,30.670,34.777,0.936,0.965,33.615,7,27,22.751,31.000,196605,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00528.png,1,904,904,38.468,255,255,109.983,34.184,33.671,5.003,0.939,0.966,35.355,8,34,28.740,33.000,230520,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00299.png,1,830,830,39.243,255,255,105.983,33.327,31.710,11.308,0.929,0.962,34.205,7,18,164.745,32.000,211650,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00064.png,1,690,690,34.848,255,255,97.154,29.780,29.501,74.802,0.919,0.953,31.048,7,18,165.069,29.981,175950,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00702.png,1,612,612,34.714,255,255,90.912,28.250,27.583,150.837,0.931,0.956,29.206,13,8,128.047,28.000,156060,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00716.png,1,542,542,34.744,255,255,86.083,26.743,25.805,108.384,0.919,0.952,27.893,17,7,104.534,26.000,138210,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00070.png,1,644,644,36.508,255,255,92.912,28.881,28.392,4.588,0.937,0.960,29.833,7,17,166.430,28.000,164220,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00058.png,1,910,910,41.214,255,255,112.225,35.664,32.488,154.113,0.908,0.957,36.715,7,15,150.642,33.520,232050,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00099.png,1,1234,1234,40.091,255,255,130.125,40.222,39.062,131.134,0.916,0.966,41.881,14,11,123.311,39.598,314670,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00728.png,1,521,521,32.562,255,255,84.326,26.455,25.075,66.173,0.921,0.948,27.514,16,33,70.907,25.456,132855,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00700.png,1,754,754,36.425,255,255,100.569,31.628,30.354,10.556,0.937,0.964,32.757,7,18,167.661,30.000,192270,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 9 R01 PP1_00066.png,1,1628,1628,46.782,255,255,149.196,45.964,45.097,171.804,0.919,0.970,47.074,7,35,12.265,45.000,415140,255,NaN,NaN
