Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
2024-10-30 P1444 Group 4 Rev 5 R02 PP1_00548.png,1,1180,1180,36.420,255,255,126.468,39.389,38.143,174.268,0.927,0.967,40.311,8,21,156.615,38.000,300900,255,NaN,NaN
2024-10-30 P1444 Group 4 Rev 5 R02 PP1_00206.png,1,1133,1133,43.560,255,255,125.296,38.607,37.365,160.544,0.907,0.961,39.962,9,15,148.299,37.763,288915,255,NaN,NaN
2024-10-30 P1444 Group 4 Rev 5 R02 PP1_00560.png,1,793,793,36.713,255,255,103.983,31.983,31.569,17.647,0.922,0.957,33.287,13,37,57.265,31.967,202215,255,NaN,NaN
2024-10-30 P1444 Group 4 Rev 5 R02 PP1_00574.png,1,916,916,40.603,255,255,111.397,34.583,33.724,133.811,0.928,0.964,35.847,8,15,149.859,34.000,233580,255,NaN,NaN
2024-10-30 P1444 Group 4 Rev 5 R02 PP1_00212.png,1,589,589,31.131,255,255,88.669,27.513,27.258,85.852,0.941,0.960,28.844,12,11,123.690,27.000,150195,255,NaN,NaN
2024-10-30 P1444 Group 4 Rev 5 R02 PP1_00945.png,1,503,503,29.994,255,255,82.669,25.724,24.897,101.446,0.925,0.949,26.476,17,9,100.886,25.000,128265,255,NaN,NaN
2024-10-30 P1444 Group 4 Rev 5 R02 PP1_00789.png,1,529,529,34.780,255,255,86.326,26.132,25.775,49.039,0.892,0.937,27.295,17,6,98.427,26.626,134895,255,NaN,NaN
2024-10-30 P1444 Group 4 Rev 5 R02 PP1_00951.png,1,587,587,35.793,255,255,89.497,27.369,27.308,165.985,0.921,0.954,28.844,13,32,56.310,27.000,149685,255,NaN,NaN
2024-10-30 P1444 Group 4 Rev 5 R02 PP1_00979.png,1,569,569,35.562,255,255,87.497,27.173,26.661,67.722,0.934,0.955,28.653,13,33,60.751,27.000,145095,255,NaN,NaN
2024-10-30 P1444 Group 4 Rev 5 R02 PP1_00986.png,1,642,642,37.282,255,255,92.912,28.929,28.256,115.517,0.935,0.958,30.232,9,12,145.784,28.000,163710,255,NaN,NaN
2024-10-30 P1444 Group 4 Rev 5 R02 PP1_00038.png,1,738,738,34.135,255,255,99.740,31.050,30.263,72.418,0.932,0.962,32.450,14,37,56.310,30.000,188190,255,NaN,NaN
2024-10-30 P1444 Group 4 Rev 5 R02 PP1_00992.png,1,535,535,32.622,255,255,84.912,26.641,25.569,11.112,0.932,0.951,27.659,6,23,12.529,26.000,136425,255,NaN,NaN
