Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
2024-10-30 P2002 Group 1 Rev 2 R01 PP1_00086.png,1,609,609.000,37.134,255,255,90.326,27.984,27.709,31.508,0.938,0.956,29.120,6.000,17.000,164.055,28.000,155295,255,NaN,NaN
2024-10-30 P2002 Group 1 Rev 2 R01 PP1_00092.png,1,673,673.000,36.418,255,255,95.740,29.548,29.000,13.478,0.923,0.955,30.610,10.000,30.000,38.367,29.000,171615,255,NaN,NaN
2024-10-30 P2002 Group 1 Rev 2 R01 PP1_00045.png,1,537,537.000,29.058,255,255,85.740,27.648,24.730,34.502,0.918,0.949,28.653,9.000,31.000,29.249,25.351,136935,255,NaN,NaN
2024-10-30 P2002 Group 1 Rev 2 R01 PP1_00051.png,1,599,599.000,34.034,255,255,89.497,29.649,25.724,11.576,0.940,0.960,30.676,8.000,25.000,19.026,26.000,152745,255,NaN,NaN
2024-10-30 P2002 Group 1 Rev 2 R01 PP1_00079.png,1,243,243.000,23.011,255,255,56.527,18.035,17.156,156.518,0.956,0.944,19.105,10.000,9.000,132.879,17.000,61965,255,NaN,NaN
2024-10-30 P2002 Group 1 Rev 2 R01 PP1_00247.png,1,593,593.000,35.277,255,255,90.326,27.910,27.053,168.286,0.913,0.950,29.155,8.000,28.000,22.166,27.719,151215,255,NaN,NaN
2024-10-30 P2002 Group 1 Rev 2 R01 PP1_00131.png,1,916,916.000,37.418,255,255,116.468,42.127,27.685,140.284,0.849,0.954,43.417,9.000,9.000,141.546,28.991,233580,255,NaN,NaN
2024-10-30 P2002 Group 1 Rev 2 R01 PP1_00125.png,1,637,637.000,36.193,255,255,92.326,28.880,28.084,27.044,0.939,0.959,30.463,8.000,24.000,23.199,28.000,162435,255,NaN,NaN
2024-10-30 P2002 Group 1 Rev 2 R01 PP1_00119.png,1,878,878.000,38.918,255,255,111.882,33.824,33.050,127.537,0.881,0.946,36.139,7.000,20.000,165.579,33.541,223890,255,NaN,NaN
2024-10-30 P2002 Group 1 Rev 2 R01 PP1_00118.png,1,577,577.000,36.062,255,255,88.083,27.257,26.953,19.419,0.935,0.956,28.320,11.000,9.000,132.138,27.000,147135,255,NaN,NaN
2024-10-30 P2002 Group 1 Rev 2 R01 PP1_00124.png,1,545,545.000,35.832,255,255,86.083,26.789,25.903,109.463,0.924,0.953,28.018,14.000,32.000,55.176,26.000,138975,255,NaN,NaN
2024-10-30 P2002 Group 1 Rev 2 R01 PP1_00130.png,1,498,498.000,32.742,255,255,82.669,25.247,25.115,132.368,0.916,0.945,26.627,8.000,13.000,145.713,25.000,126990,255,NaN,NaN
2024-10-30 P2002 Group 1 Rev 2 R01 PP1_00246.png,1,489,489.000,32.996,255,255,80.426,25.441,24.473,89.683,0.950,0.960,26.627,11.000,31.000,55.713,24.000,124695,255,NaN,NaN
2024-10-30 P2002 Group 1 Rev 2 R01 PP1_00078.png,1,1637,1637.000,47.040,255,255,149.782,46.395,44.925,139.571,0.917,0.970,47.539,7.000,23.000,165.379,45.000,417435,255,NaN,NaN
2024-10-30 P2002 Group 1 Rev 2 R01 PP1_00050.png,1,784,784.000,38.716,255,255,102.326,31.724,31.466,10.534,0.941,0.965,33.015,13.000,9.000,125.134,31.000,199920,255,NaN,NaN
2024-10-30 P2002 Group 1 Rev 2 R01 PP1_00044.png,1,722,722.000,36.465,255,255,98.326,30.636,30.007,44.789,0.938,0.964,31.623,7.000,28.000,18.435,30.000,184110,255,NaN,NaN
