Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
2024-10-30 P222 Group 3 Rev 2 R02 PP1_01830.png,1,1315,1315,44.276,255,255,134.711,41.746,40.107,52.981,0.911,0.965,43.186,12,44,42.184,40.988,335325,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_00290.png,1,991,991,41.292,255,255,116.225,35.819,35.227,91.515,0.922,0.965,36.878,11,35,40.601,35.000,252705,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_02487.png,1,986,986,41.922,255,255,115.640,35.577,35.287,167.776,0.927,0.963,36.770,7,31,22.380,35.000,251430,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_02493.png,1,726,726,37.500,255,255,98.326,30.537,30.270,13.832,0.944,0.964,31.623,9,13,145.305,30.000,185130,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_00284.png,1,1244,1244,37.024,255,255,131.539,40.012,39.586,137.984,0.903,0.961,42.544,20,9,113.552,40.000,317220,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_01824.png,1,1233,1233,42.284,255,255,129.296,40.477,38.785,63.572,0.927,0.967,41.485,20,47,74.624,39.000,314415,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_01818.png,1,940,940,34.132,255,255,112.811,35.115,34.084,10.298,0.928,0.964,36.139,7,32,14.421,34.000,239700,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_00535.png,1,1670,1670,42.087,255,255,151.439,47.481,44.782,15.621,0.915,0.968,48.703,8,42,19.179,45.695,425850,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_02322.png,1,613,613,31.844,255,255,102.083,38.221,20.420,87.346,0.739,0.933,39.623,11,8,100.176,22.000,156315,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_02444.png,1,846,846,37.533,255,255,107.154,34.671,31.068,92.244,0.926,0.965,35.511,14,8,122.347,31.000,215730,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_00253.png,1,1069,1069,38.788,255,255,121.054,37.177,36.611,129.859,0.917,0.962,38.288,13,11,130.764,37.000,272595,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_00247.png,1,1083,1083,41.638,255,255,121.296,37.446,36.824,159.168,0.925,0.964,38.626,7,20,158.749,37.000,276165,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_01159.png,1,1026,1026,38.717,255,255,117.640,36.683,35.612,7.666,0.932,0.967,38.079,8,33,23.199,36.000,261630,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_02450.png,1,321,321,26.204,255,255,65.355,20.422,20.013,5.967,0.944,0.948,21.541,8,13,158.199,20.000,81855,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_02336.png,1,683,683,29.760,255,255,96.326,29.978,29.008,178.581,0.925,0.956,30.871,8,31,24.905,29.000,174165,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_00521.png,1,1141,1141,42.212,255,255,124.468,39.015,37.236,93.535,0.926,0.967,39.825,14,10,118.496,37.000,290955,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_01617.png,1,1391,1391,42.075,255,255,137.539,42.342,41.828,49.776,0.924,0.969,43.566,16,46,58.134,42.000,354705,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_00509.png,1,1204,1204,35.833,255,255,128.711,40.687,37.677,178.247,0.913,0.965,41.593,7,26,170.311,38.000,307020,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_01171.png,1,1936,1936,48.016,255,255,162.024,49.961,49.339,96.530,0.927,0.975,51.624,23,7,111.595,49.000,493680,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_02478.png,1,552,552,32.857,255,255,86.083,27.058,25.975,144.956,0.936,0.956,28.018,13,8,124.824,26.000,140760,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_01165.png,1,1019,1019,38.424,255,255,119.397,36.516,35.530,95.132,0.898,0.960,38.288,12,39,49.236,35.000,259845,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_01603.png,1,606,606,28.056,255,255,90.326,28.771,26.818,173.498,0.933,0.957,29.833,9,27,13.570,27.000,154530,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_02685.png,1,920,920,37.643,255,255,112.225,34.361,34.090,14.850,0.918,0.961,35.511,6,26,9.728,34.000,234600,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_00092.png,1,865,865,39.158,255,255,108.569,34.196,32.207,105.953,0.922,0.961,35.228,13,9,124.592,32.000,220575,255,NaN,NaN
2024-10-30 P222 Group 3 Rev 2 R02 PP1_00938.png,1,1557,1557,43.262,255,255,146.024,45.121,43.936,165.418,0.918,0.969,46.573,7,22,165.069,44.548,397035,255,NaN,NaN
