Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
2024-10-29 P2001 Group 1 Rev 1 R02 PP1_00030.png,1,1075,1075,42.157,255,255,120.468,37.474,36.525,164.911,0.931,0.965,39.000,7,18,157.380,37.000,274125,255,NaN,NaN
2024-10-29 P2001 Group 1 Rev 1 R02 PP1_00024.png,1,758,758,38.283,255,255,101.154,31.309,30.826,126.283,0.931,0.961,32.450,14,8,123.690,31.000,193290,255,NaN,NaN
2024-10-29 P2001 Group 1 Rev 1 R02 PP1_00018.png,1,838,838,41.383,255,255,106.811,32.975,32.357,43.281,0.923,0.959,34.205,9,33,37.875,32.527,213690,255,NaN,NaN
2024-10-29 P2001 Group 1 Rev 1 R02 PP1_00232.png,1,479,479,25.398,255,255,80.426,25.455,23.959,173.271,0.931,0.956,26.401,10,30,37.304,24.000,122145,255,NaN,NaN
2024-10-29 P2001 Group 1 Rev 1 R02 PP1_00226.png,1,1133,1133,39.588,255,255,127.539,40.010,36.056,178.736,0.875,0.953,42.755,6,25,169.216,36.623,288915,255,NaN,NaN
2024-10-29 P2001 Group 1 Rev 1 R02 PP1_00346.png,1,486,486,31.194,255,255,81.255,25.206,24.550,174.353,0.925,0.951,26.833,7,26,26.565,25.000,123930,255,NaN,NaN
2024-10-29 P2001 Group 1 Rev 1 R02 PP1_00352.png,1,409,409,28.403,255,255,73.598,23.438,22.218,27.587,0.949,0.957,24.698,7,26,21.371,22.000,104295,255,NaN,NaN
2024-10-29 P2001 Group 1 Rev 1 R02 PP1_00144.png,1,1150,1150,39.438,255,255,125.296,38.663,37.872,3.331,0.921,0.965,39.623,8,24,169.824,38.000,293250,255,NaN,NaN
2024-10-29 P2001 Group 1 Rev 1 R02 PP1_00150.png,1,833,833,38.565,255,255,106.811,32.712,32.423,10.435,0.918,0.959,33.838,9,34,34.160,33.000,212415,255,NaN,NaN
2024-10-29 P2001 Group 1 Rev 1 R02 PP1_00178.png,1,715,715,34.541,255,255,98.912,30.491,29.857,55.764,0.918,0.958,31.828,10,32,43.727,30.000,182325,255,NaN,NaN
2024-10-29 P2001 Group 1 Rev 1 R02 PP1_00187.png,1,879,879,38.997,255,255,109.640,34.313,32.617,21.618,0.919,0.959,35.440,7,26,16.390,33.000,224145,255,NaN,NaN
2024-10-29 P2001 Group 1 Rev 1 R02 PP1_00193.png,1,1349,1349,43.827,255,255,136.125,41.840,41.052,115.776,0.915,0.965,43.046,17,10,120.735,41.000,343995,255,NaN,NaN
2024-10-29 P2001 Group 1 Rev 1 R02 PP1_00192.png,1,471,471,35.360,255,255,79.255,25.015,23.973,154.588,0.942,0.954,25.807,11,7,125.538,24.000,120105,255,NaN,NaN
2024-10-29 P2001 Group 1 Rev 1 R02 PP1_00186.png,1,412,412,30.931,255,255,74.426,23.127,22.682,51.706,0.935,0.948,24.413,11,28,55.008,23.000,105060,255,NaN,NaN
