Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
2024-10-30 P1444 Group 3 Rev 8 R02 PP1_00291.png,1,642,642,36.395,255,255,93.740,28.885,28.300,170.249,0.918,0.954,30.083,8.000,14,158.552,28.991,163710,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 8 R02 PP1_00285.png,1,989,989,40.367,255,255,117.296,36.224,34.763,110.647,0.903,0.956,37.590,16.000,9,118.610,35.410,252195,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 8 R02 PP1_00508.png,1,853,853,37.810,255,255,108.225,33.092,32.820,38.527,0.915,0.955,34.205,10.000,34,37.875,33.000,217515,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 8 R02 PP1_00252.png,1,1040,1040,41.868,255,255,119.740,39.957,33.140,80.707,0.912,0.965,40.497,10.000,43,57.095,32.437,265200,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 8 R02 PP1_00534.png,1,602,602,35.833,255,255,90.912,27.798,27.573,84.803,0.915,0.950,29.069,11.000,10,130.815,28.000,153510,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 8 R02 PP1_00520.png,1,661,661,34.937,255,255,94.326,29.261,28.762,48.146,0.934,0.960,30.364,7.000,27,17.241,29.000,168555,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 8 R02 PP1_00246.png,1,1178,1178,42.743,255,255,125.882,38.914,38.544,177.371,0.934,0.970,40.025,7.000,30,12.995,38.000,300390,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 8 R02 PP1_00093.png,1,888,888,39.362,255,255,111.054,34.431,32.837,37.836,0.905,0.955,35.609,14.000,38,51.843,33.234,226440,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 8 R02 PP1_00087.png,1,508,508,33.421,255,255,81.841,25.687,25.180,79.177,0.953,0.960,26.926,13.000,32,58.671,25.000,129540,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 8 R02 PP1_00078.png,1,631,631,38.476,255,255,92.083,28.637,28.055,151.249,0.935,0.959,30.017,8.000,12,150.018,28.000,160905,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 8 R02 PP1_00736.png,1,350,350,23.148,255,255,68.426,21.886,20.362,10.446,0.939,0.945,22.804,7.000,25,15.255,21.000,89250,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 8 R02 PP1_00050.png,1,459,459,32.646,255,255,77.841,24.517,23.838,26.885,0.952,0.957,25.632,7.000,24,20.556,24.000,117045,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 8 R02 PP1_00044.png,1,794,794,36.091,255,255,109.740,36.621,27.606,89.149,0.829,0.936,37.696,19.000,43,68.199,29.827,202470,255,NaN,NaN
2024-10-30 P1444 Group 3 Rev 8 R02 PP1_00722.png,1,608,608,35.308,255,255,89.497,28.079,27.569,7.658,0.954,0.964,29.155,16.000,7,112.166,27.000,155040,255,NaN,NaN
