Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
2024-10-30 P1440 Group 2 Rev 7 R01 PP1_00273.png,1,713,713,34.444,255,255,98.569,30.410,29.853,23.631,0.922,0.954,31.765,10,32,28.179,30.000,181815,255,NaN,NaN
2024-10-30 P1440 Group 2 Rev 7 R01 PP1_00267.png,1,1638,1638,44.020,255,255,149.782,45.940,45.397,7.807,0.917,0.970,47.202,11,45,36.384,45.000,417690,255,NaN,NaN
2024-10-30 P1440 Group 2 Rev 7 R01 PP1_00298.png,1,763,763,35.291,255,255,101.740,31.379,30.960,40.747,0.926,0.961,32.527,11,11,135.000,31.000,194565,255,NaN,NaN
2024-10-30 P1440 Group 2 Rev 7 R01 PP1_00071.png,1,683,683,36.099,255,255,95.740,29.798,29.184,39.002,0.936,0.960,30.806,11,31,35.754,29.000,174165,255,NaN,NaN
2024-10-30 P1440 Group 2 Rev 7 R01 PP1_00065.png,1,542,542,33.875,255,255,86.083,27.197,25.374,108.190,0.919,0.948,28.178,14,7,117.474,25.931,138210,255,NaN,NaN
2024-10-30 P1440 Group 2 Rev 7 R01 PP1_00059.png,1,1479,1479,43.979,255,255,142.953,43.687,43.104,66.064,0.909,0.966,44.944,20,48,57.724,43.000,377145,255,NaN,NaN
2024-10-30 P1440 Group 2 Rev 7 R01 PP1_00105.png,1,875,875,35.714,255,255,108.811,34.212,32.564,124.641,0.929,0.963,35.511,14,9,122.347,33.000,223125,255,NaN,NaN
2024-10-30 P1440 Group 2 Rev 7 R01 PP1_00111.png,1,391,391,27.809,255,255,71.598,22.588,22.040,148.931,0.958,0.957,23.601,12,9,126.384,22.000,99705,255,NaN,NaN
2024-10-30 P1440 Group 2 Rev 7 R01 PP1_00139.png,1,704,704,29.957,255,255,97.740,30.519,29.370,3.476,0.926,0.957,31.401,7,22,170.838,29.000,179520,255,NaN,NaN
2024-10-30 P1440 Group 2 Rev 7 R01 PP1_00307.png,1,1027,1027,37.291,255,255,118.225,36.443,35.881,14.682,0.923,0.963,37.736,16,10,122.005,36.000,261885,255,NaN,NaN
2024-10-30 P1440 Group 2 Rev 7 R01 PP1_00313.png,1,889,889,40.244,255,255,110.225,33.701,33.586,138.986,0.919,0.959,35.000,10,13,143.130,33.941,226695,255,NaN,NaN
2024-10-30 P1440 Group 2 Rev 7 R01 PP1_00312.png,1,710,710,35.859,255,255,97.740,30.487,29.652,39.388,0.934,0.962,31.623,9,31,34.695,30.000,181050,255,NaN,NaN
2024-10-30 P1440 Group 2 Rev 7 R01 PP1_00306.png,1,597,597,35.515,255,255,89.841,28.496,26.675,38.600,0.929,0.961,30.480,9,31,41.009,27.000,152235,255,NaN,NaN
2024-10-30 P1440 Group 2 Rev 7 R01 PP1_00138.png,1,1107,1107,39.423,255,255,124.468,37.933,37.157,115.385,0.898,0.958,39.825,14,12,128.884,37.631,282285,255,NaN,NaN
2024-10-30 P1440 Group 2 Rev 7 R01 PP1_00110.png,1,1108,1108,43.451,255,255,123.296,37.880,37.242,36.490,0.916,0.962,39.000,7,32,22.620,38.000,282540,255,NaN,NaN
2024-10-30 P1440 Group 2 Rev 7 R01 PP1_00104.png,1,820,820,37.928,255,255,105.397,32.512,32.113,36.181,0.928,0.961,33.615,8,31,30.379,32.000,209100,255,NaN,NaN
2024-10-30 P1440 Group 2 Rev 7 R01 PP1_00058.png,1,749,749,37.006,255,255,101.397,31.090,30.674,71.695,0.915,0.951,32.311,16,7,111.801,31.000,190995,255,NaN,NaN
2024-10-30 P1440 Group 2 Rev 7 R01 PP1_00064.png,1,1947,1947,46.083,255,255,163.681,51.015,48.593,168.082,0.913,0.972,51.971,6,27,168.906,49.000,496485,255,NaN,NaN
2024-10-30 P1440 Group 2 Rev 7 R01 PP1_00070.png,1,1847,1847,45.831,255,255,158.024,49.245,47.755,49.164,0.929,0.974,50.329,13,51,40.972,48.000,470985,255,NaN,NaN
