Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_00919.png,1,665,665,28.976,255,255,93.740,29.908,28.310,17.173,0.951,0.964,30.806,7,28,13.134,28.000,169575,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_00925.png,1,931,931,40.408,255,255,113.397,35.308,33.573,125.563,0.910,0.961,38.013,15,7,116.565,34.000,237405,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_01385.png,1,572,572,35.750,255,255,88.912,27.437,26.544,107.971,0.909,0.946,28.601,11,9,126.469,27.000,145860,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_01391.png,1,659,659,30.509,255,255,94.326,30.304,27.688,128.818,0.931,0.958,31.906,16,8,122.196,28.284,168045,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_00931.png,1,753,753,38.915,255,255,100.569,31.213,30.716,108.813,0.936,0.961,32.450,11,10,123.690,31.000,192015,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_00702.png,1,653,653,33.747,255,255,93.740,29.939,27.771,171.494,0.934,0.957,30.806,7,19,166.866,28.000,166515,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_00064.png,1,1571,1571,41.561,255,255,153.539,46.653,42.875,59.565,0.837,0.954,51.865,18,52,56.004,43.000,400605,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_00070.png,1,1489,1489,42.775,255,255,143.782,43.657,43.426,24.008,0.905,0.964,44.822,15,13,128.660,44.000,379695,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_00716.png,1,1149,1149,44.192,255,255,125.054,39.295,37.230,1.891,0.923,0.966,40.262,7,19,165.619,37.000,292995,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_01408.png,1,552,552,34.500,255,255,85.841,26.705,26.318,134.206,0.941,0.963,28.425,12,9,129.289,26.000,140760,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_01420.png,1,457,457,31.648,255,255,77.841,24.170,24.074,17.781,0.948,0.955,25.239,11,9,123.690,24.000,116535,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_01346.png,1,867,867,34.736,255,255,108.811,34.066,32.404,179.329,0.920,0.959,34.928,7,29,13.241,33.000,221085,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_00058.png,1,637,637,35.271,255,255,92.083,28.596,28.363,49.065,0.944,0.962,30.017,8,30,29.982,28.000,162435,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_01352.png,1,555,555,27.626,255,255,86.083,27.333,25.853,9.834,0.941,0.958,28.460,7,28,18.435,26.000,141525,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_01434.png,1,769,769,37.150,255,255,101.397,31.639,30.947,13.870,0.940,0.962,32.985,7,19,165.964,31.000,196095,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_01187.png,1,524,524,29.705,255,255,84.083,26.079,25.583,77.071,0.931,0.953,27.313,15,34,66.251,26.000,133620,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_00299.png,1,303,303,31.530,255,255,63.355,19.974,19.315,6.579,0.949,0.947,21.024,6,11,154.654,19.000,77265,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_01193.png,1,955,955,37.451,255,255,113.640,35.379,34.369,65.965,0.929,0.964,36.359,16,9,121.504,34.785,243525,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_00266.png,1,1121,1121,40.704,255,255,124.125,38.516,37.057,81.022,0.914,0.961,39.925,17,45,67.932,38.000,285855,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_01178.png,1,774,774,39.091,255,255,102.326,31.817,30.974,56.173,0.929,0.963,33.838,11,36,55.840,31.000,197370,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_00500.png,1,763,763,39.411,255,255,101.154,31.282,31.055,137.486,0.937,0.962,32.450,13,8,123.690,31.000,194565,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_00514.png,1,1451,1451,43.890,255,255,141.782,43.548,42.424,163.764,0.907,0.964,44.822,11,16,141.340,42.992,370005,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_00272.png,2,1614,807,39.754,255,255,93.083,28.845,26.569,47.431,0.904,0.949,31.121,15,38,49.213,26.500,205785,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_01144.png,1,985,985,40.204,255,255,116.468,36.128,34.714,53.744,0.912,0.960,37.202,13,40,53.746,35.330,251175,255,NaN,NaN
2024-10-30 P2328 Group 4 Rev 1 R01 PP1_00528.png,1,1804,1804,45.464,255,255,156.853,49.054,46.825,13.518,0.921,0.972,50.596,7,38,18.435,47.000,460020,255,NaN,NaN
